index,steps,rules,atoms,variables,sccs,t_solve_list,t_ground_list,t_parse_list,mem_start_bytes_list,mem_solve_bytes_list,ground_file_bytes_list
-11,30,0,0,0,0,0.001s;0.003s;0.005s;0.005s;0.008s;0.009s;0.014s;0.013s;0.016s;0.018s;0.019s;0.023s;0.026s;0.03s;0.034s;0.039s;0.044s;0.06s;0.058s;0.06s;0.068s;0.077s;0.083s;0.092s;0.103s;0.122s;0.126s;0.141s;0.156s;0.172s;0.189s,0.015s;0.06s;0.083s;0.1s;0.122s;0.154s;0.208s;0.226s;0.263s;0.296s;0.327s;0.368s;0.409s;0.46s;0.505s;0.562s;0.64s;0.683s;0.744s;0.824s;0.91s;1.006s;1.056s;1.17s;1.24s;1.331s;1.487s;1.551s;1.687s;1.809s;1.955s,0.006s;0.009s;0.01s;0.008s;0.011s;0.01s;0.009s;0.008s;0.009s;0.009s;0.009s;0.011s;0.009s;0.009s;0.008s;0.009s;0.008s;0.008s;0.009s;0.014s;0.01s;0.009s;0.009s;0.008s;0.013s;0.01s;0.008s;0.01s;0.009s;0.011s;0.01s,26730496;28160000;29175808;32030720;32890880;34566144;35340288;36130816;36945920;34439168;35803136;39579648;40656896;38293504;42033152;44138496;45408256;46768128;48230400;46555136;50708480;53485568;55525376;57769984;57044992;61812736;64643072;67702784;71012352;74575872;76177408,27131904;26730496;29450240;32030720;32894976;34566144;35340288;36130816;36945920;34725888;36065280;39579648;40656896;37445632;42033152;44138496;45408256;46768128;48230400;46833664;50708480;53485568;55525376;57769984;57319424;61812736;64643072;67731456;71012352;74575872;76189696,345277;1625816;2400838;3182261;3988559;4795699;5619560;6466763;7346236;8318908;9333606;10397062;11517341;12703210;13943449;15250910;16653542;18162635;19790049;21554448;23476971;25568849;27832976;30284424;32938733;35812103;38921408;42284148;45918404;49842876;54076959
-12,3,38664,10304,12007,3,0s;0.018s;0.024s;0.155s,0.014s;0.037s;0.044s;0.049s,0.006s;0.01s;0.009s;0.009s,26963968;27185152;30134272;31358976,27189248;27475968;27275264;56545280,318262;636088;809082;984200
-13,3,16111,8944,8273,2,0.002s;0.001s;0.001s;0.054s,0.009s;0.028s;0.028s;0.032s,0.007s;0.009s;0.008s;0.009s,26914816;28221440;29011968;29138944,26669056;28225536;29028352;42029056,290675;381998;434107;486368
-14,30,0,0,0,0,0s;0.001s;0.001s;0s;0.001s;0.001s;0.001s;0.001s;0.001s;0.001s;0.002s;0.002s;0.002s;0.002s;0.002s;0.002s;0.002s;0.002s;0.003s;0.002s;0.003s;0.002s;0.003s;0.003s;0.004s;0.004s;0.003s;0.003s;0.003s;0.004s;0.004s,0.011s;0.024s;0.025s;0.027s;0.03s;0.032s;0.039s;0.038s;0.042s;0.049s;0.052s;0.057s;0.062s;0.068s;0.072s;0.079s;0.088s;0.092s;0.1s;0.104s;0.114s;0.121s;0.138s;0.147s;0.143s;0.151s;0.157s;0.165s;0.187s;0.189s;0.193s,0.007s;0.008s;0.009s;0.01s;0.008s;0.008s;0.007s;0.009s;0.009s;0.01s;0.009s;0.009s;0.009s;0.008s;0.008s;0.008s;0.009s;0.008s;0.011s;0.009s;0.008s;0.008s;0.007s;0.008s;0.009s;0.007s;0.007s;0.008s;0.008s;0.007s;0.008s,26947584;27254784;29405184;30294016;30695424;30732288;27701248;31084544;28114944;29794304;32047104;31449088;32276480;30220288;28528640;33562624;33673216;29581312;28909568;28565504;32632832;32698368;32739328;32780288;32829440;32870400;32915456;29020160;32980992;29151232;32759808,27226112;27500544;29405184;30294016;30703616;30732288;27947008;31092736;28385280;27123712;32051200;31453184;32276480;30490624;28532736;33562624;33673216;29687808;29130752;28790784;32632832;32698368;32739328;32780288;32829440;32870400;32915456;29245440;32980992;29163520;32759808,292117;371646;415286;458926;502566;546206;589846;633486;677752;721793;766116;810467;854714;899022;943592;988380;1033168;1077956;1122744;1167532;1212320;1257130;1301945;1346584;1391348;1436100;1480790;1525354;1570078;1615063;1659965
-15,5,123773,14358,15845,3,0s;0.002s;0.001s;0.003s;0.004s;0.091s,0.016s;0.05s;0.067s;0.078s;0.089s;0.105s,0.008s;0.009s;0.01s;0.008s;0.008s;0.008s,27205632;28217344;28958720;32866304;29081600;33681408,27402240;28340224;29220864;32866304;29356032;43900928,339595;1123501;1558646;1997756;2439173;2895138
-16,30,0,0,0,0,0s;0.001s;0.002s;0.001s;0.001s;0.003s;0.002s;0.002s;0.004s;0.003s;0.003s;0.004s;0.004s;0.004s;0.005s;0.005s;0.006s;0.006s;0.006s;0.006s;0.007s;0.007s;0.008s;0.007s;0.008s;0.008s;0.009s;0.01s;0.01s;0.01s;0.01s,0.012s;0.034s;0.036s;0.045s;0.05s;0.055s;0.062s;0.07s;0.074s;0.087s;0.095s;0.103s;0.117s;0.13s;0.135s;0.152s;0.167s;0.178s;0.183s;0.195s;0.209s;0.223s;0.253s;0.25s;0.265s;0.286s;0.291s;0.307s;0.337s;0.345s;0.36s,0.007s;0.01s;0.008s;0.008s;0.009s;0.008s;0.009s;0.01s;0.008s;0.007s;0.008s;0.008s;0.007s;0.008s;0.008s;0.011s;0.009s;0.009s;0.01s;0.009s;0.009s;0.01s;0.008s;0.008s;0.01s;0.008s;0.007s;0.009s;0.007s;0.008s;0.009s,26935296;27975680;29364224;30502912;32452608;28659712;31461376;28348416;31731712;31870976;32002048;32129024;32260096;32391168;32522240;32649216;32710656;32882688;33067008;33198080;33329152;33456128;33587200;31002624;33751040;33927168;34070528;34234368;34377728;34521088;34660352,27152384;27987968;29364224;30502912;32452608;28913664;31461376;28610560;31731712;31870976;32002048;32129024;32260096;32391168;32522240;29306880;32710656;32882688;33067008;33198080;33329152;33456128;33587200;31285248;33751040;33927168;34070528;34234368;34377728;34521088;30838784,298206;534613;667610;800607;934868;1069160;1204071;1340453;1475884;1612047;1748218;1884434;2020478;2156534;2292137;2427760;2563966;2699716;2835570;2971579;3107219;3242863;3378500;3514283;3655272;3803324;3951392;4099457;4247532;4395593;4543677
-17,6,109797,14605,20900,6,0s;0.03s;0.044s;0.059s;0.077s;0.12s;0.83s,0.014s;0.041s;0.056s;0.061s;0.073s;0.088s;0.105s,0.008s;0.008s;0.008s;0.009s;0.009s;0.009s;0.008s,27557888;28409856;32333824;29184000;29863936;32292864;32641024,27762688;28651520;32333824;29204480;29868032;32292864;146997248,339273;913449;1231544;1559401;1901864;2262471;2646956
-18,8,262737,20633,33020,2,0.001s;0.003s;0.003s;0.005s;0.057s;0.108s;0.149s;0.201s;1.511s,0.018s;0.058s;0.079s;0.108s;0.115s;0.137s;0.149s;0.17s;0.191s,0.006s;0.007s;0.008s;0.008s;0.008s;0.009s;0.01s;0.009s;0.007s,27140096;28389376;29483008;33226752;33894400;34508800;35180544;35827712;36515840,27582464;28659712;29700096;33226752;33894400;34508800;35180544;35827712;217260032,323646;1459566;2126456;2800927;3474737;4151440;4828454;5543766;6300039
-19,30,519881,31332,67490,4,0s;0.019s;0.028s;0.038s;0.049s;0.059s;0.072s;0.086s;0.1s;0.114s;0.137s;0.157s;0.182s;0.193s;0.215s;0.266s;0.287s;0.327s;0.365s;0.442s;0.519s;0.586s;0.687s;0.798s;1.017s;1.128s;1.442s;1.709s;1.899s;2.557s;2.877s,0.013s;0.038s;0.043s;0.053s;0.064s;0.079s;0.086s;0.101s;0.117s;0.131s;0.149s;0.164s;0.183s;0.199s;0.239s;0.253s;0.284s;0.312s;0.358s;0.353s;0.382s;0.421s;0.448s;0.491s;0.526s;0.564s;0.613s;0.659s;0.728s;0.763s;0.827s,0.006s;0.008s;0.01s;0.009s;0.007s;0.009s;0.007s;0.009s;0.008s;0.01s;0.01s;0.009s;0.008s;0.009s;0.007s;0.008s;0.009s;0.01s;0.012s;0.009s;0.009s;0.007s;0.007s;0.009s;0.009s;0.01s;0.01s;0.008s;0.009s;0.008s;0.009s,27938816;29253632;32608256;35602432;29503488;33128448;33386496;29216768;29663232;33923072;34390016;34697216;35000320;35340288;35704832;32808960;32657408;36790272;37355520;37855232;38424576;39030784;39677952;40386560;41152512;41975808;42872832;40579072;44904448;46051328;43966464,28147712;29270016;32608256;35602432;29773824;33128448;33386496;29495296;29925376;33923072;34390016;34697216;35000320;35340288;35704832;33075200;32927744;36798464;37355520;37855232;38424576;39034880;39677952;40386560;41152512;41975808;42872832;40849408;44904448;46051328;44232704,312336;742916;975411;1211673;1450752;1695192;1946523;2204832;2472240;2751550;3045028;3354092;3691536;4070415;4474270;4906415;5366199;5844187;6361829;6922696;7531546;8193034;8911949;9693245;10542109;11464008;12464540;13549480;14725060;16006729;17395301
-20,30,0,0,0,0,0s;0.001s;0.001s;0.001s;0.001s;0s;0.002s;0.001s;0.001s;0.002s;0.002s;0.001s;0.001s;0.002s;0.002s;0.002s;0.003s;0.002s;0.002s;0.003s;0.002s;0.003s;0.004s;0.002s;0.003s;0.003s;0.004s;0.003s;0.003s;0.004s;0.003s,0.012s;0.023s;0.024s;0.025s;0.027s;0.032s;0.035s;0.038s;0.043s;0.044s;0.048s;0.05s;0.058s;0.061s;0.097s;0.104s;0.122s;0.103s;0.083s;0.09s;0.094s;0.099s;0.14s;0.111s;0.117s;0.126s;0.129s;0.135s;0.144s;0.151s;0.159s,0.006s;0.01s;0.009s;0.009s;0.008s;0.007s;0.009s;0.008s;0.009s;0.009s;0.009s;0.01s;0.008s;0.008s;0.012s;0.011s;0.013s;0.011s;0.009s;0.007s;0.009s;0.009s;0.009s;0.009s;0.009s;0.008s;0.009s;0.009s;0.008s;0.009s;0.009s,27324416;28680192;29822976;30072832;30113792;30896128;31096832;29798400;31416320;32550912;33411072;30326784;34250752;34451456;34570240;30822400;33468416;35409920;34500608;29450240;32772096;31854592;29446144;33665024;29528064;33763328;33804288;33873920;33910784;33951744;33107968,27734016;28942336;29855744;30072832;30113792;30896128;31096832;30068736;31424512;32550912;33411072;30588928;34250752;34451456;34570240;31092736;33468416;35409920;34500608;29720576;32772096;31854592;29454336;33665024;29536256;33763328;33804288;33873920;33910784;28700672;33107968,292748;362520;400446;438372;476298;514224;552150;590076;628374;666742;705333;743994;782444;820886;859539;898246;937175;976097;1015018;1053959;1092915;1131969;1170926;1209753;1248693;1287433;1326481;1365231;1404326;1443487;1482585
-21,11,111141,16685,20567,2,0s;0.001s;0.002s;0.002s;0.003s;0.003s;0.028s;0.034s;0.043s;0.054s;0.068s;0.108s,0.011s;0.035s;0.041s;0.05s;0.057s;0.061s;0.078s;0.08s;0.092s;0.105s;0.125s;0.134s,0.008s;0.009s;0.009s;0.009s;0.009s;0.01s;0.012s;0.009s;0.009s;0.01s;0.008s;0.007s,27643904;28889088;30461952;29421568;28573696;29835264;33050624;33247232;33452032;33656832;33869824;34086912,28028928;28901376;30560256;29642752;28803072;29839360;33054720;33247232;33452032;33656832;33869824;36208640,307304;644764;834238;1026204;1221334;1419574;1623124;1830486;2044862;2265614;2494830;2733251
-22,4,10766,8419,8121,0,0.001s;0.001s;0.001s;0.001s;0.007s,0.01s;0.02s;0.021s;0.02s;0.023s,0.006s;0.009s;0.01s;0.009s;0.009s,27500544;29237248;29986816;30027776;30208000,27897856;29241344;29995008;30027776;30212096,288571;316942;333141;349820;367219
-23,4,11656,8604,8377,0,0s;0.001s;0s;0.001s;0.008s,0.011s;0.02s;0.022s;0.026s;0.024s,0.006s;0.007s;0.007s;0.008s;0.009s,27791360;29204480;29839360;28913664;29839360,28213248;29343744;29839360;28999680;29872128,290229;325670;346026;366862;388418
-24,8,46467,12519,13170,1,0s;0.001s;0.001s;0.002s;0.001s;0.014s;0.017s;0.024s;0.093s,0.011s;0.028s;0.038s;0.039s;0.041s;0.045s;0.051s;0.057s;0.062s,0.007s;0.008s;0.012s;0.008s;0.007s;0.007s;0.01s;0.008s;0.008s,27623424;29102080;30269440;30949376;30220288;32534528;32792576;33726464;28884992,28028928;29114368;30269440;30949376;30494720;32534528;32792576;33726464;46329856,290974;464761;565784;667650;771349;877999;986762;1098904;1214968
-25,6,79766,13659,18565,7,0.001s;0.018s;0.029s;0.049s;0.063s;0.079s;0.194s,0.011s;0.037s;0.039s;0.046s;0.053s;0.062s;0.075s,0.007s;0.009s;0.009s;0.011s;0.008s;0.009s;0.006s,27426816;27410432;31080448;31281152;28868608;32395264;32653312,27627520;27688960;31080448;31281152;29143040;32395264;53112832,296855;711374;952032;1195592;1441110;1689185;1941512
-26,8,1851531,46674,134018,11,0.001s;0.865s;1.488s;2.276s;3.017s;4.029s;5.416s;6.99s;10.4s,0.016s;0.15s;0.227s;0.31s;0.411s;0.474s;0.549s;0.64s;0.732s,0.006s;0.009s;0.008s;0.008s;0.012s;0.009s;0.009s;0.009s;0.009s,27000832;28643328;36356096;44539904;49565696;54194176;54108160;63111168;68231168,27406336;28651520;36626432;44539904;49565696;54194176;54378496;63115264;96243712,348787;8519503;13178633;18180625;23016986;27813734;32662002;37652549;42829114
-27,30,0,0,0,0,0s;0.004s;0.005s;0.007s;0.011s;0.013s;0.015s;0.017s;0.02s;0.023s;0.027s;0.029s;0.034s;0.036s;0.044s;0.043s;0.047s;0.057s;0.054s;0.058s;0.062s;0.067s;0.073s;0.076s;0.083s;0.092s;0.094s;0.1s;0.107s;0.114s;0.124s,0.017s;0.073s;0.1s;0.133s;0.16s;0.193s;0.219s;0.252s;0.288s;0.325s;0.36s;0.421s;0.456s;0.5s;0.548s;0.587s;0.642s;0.701s;0.791s;0.81s;0.878s;0.928s;1.021s;1.061s;1.125s;1.23s;1.301s;1.342s;1.491s;1.53s;1.643s,0.006s;0.009s;0.008s;0.008s;0.007s;0.013s;0.008s;0.008s;0.007s;0.008s;0.007s;0.011s;0.01s;0.009s;0.008s;0.009s;0.009s;0.009s;0.008s;0.008s;0.008s;0.008s;0.008s;0.01s;0.009s;0.008s;0.009s;0.009s;0.009s;0.009s;0.007s,30408704;31199232;34832384;35934208;37089280;38223872;39378944;35426304;40837120;42037248;43249664;44498944;45756416;43638784;48246784;49504256;50774016;52076544;53440512;54841344;56270848;57737216;59187200;60784640;62377984;64020480;65716224;67473408;65859584;71081984;73072640,30867456;31211520;34832384;35934208;37089280;38223872;39378944;35659776;40837120;42037248;43249664;44498944;45756416;43864064;48246784;49504256;50774016;52076544;53440512;54841344;56270848;52723712;59187200;60784640;62377984;64020480;65716224;67473408;66150400;71081984;73072640,321533;2297366;3450097;4654384;5842312;7050931;8236507;9428978;10627653;11893358;13193751;14506389;15817611;17101604;18413321;19737591;21092824;22512627;23966090;25452495;26974973;28536936;30142018;31793948;33496635;35254155;37070698;38950644;40898485;42918922;45016869
-28,30,0,0,0,0,0.001s;0.002s;0.003s;0.003s;0.004s;0.004s;0.006s;0.007s;0.009s;0.01s;0.011s;0.012s;0.014s;0.018s;0.018s;0.02s;0.022s;0.026s;0.031s;0.036s;0.04s;0.045s;0.052s;0.059s;0.066s;0.076s;0.081s;0.091s;0.101s;0.115s;0.127s,0.014s;0.05s;0.062s;0.075s;0.094s;0.111s;0.134s;0.2s;0.189s;0.212s;0.236s;0.269s;0.3s;0.335s;0.374s;0.411s;0.477s;0.491s;0.544s;0.599s;0.644s;0.704s;0.77s;0.838s;0.896s;1.028s;1.082s;1.189s;1.235s;1.365s;1.495s,0.005s;0.009s;0.008s;0.009s;0.008s;0.009s;0.007s;0.009s;0.007s;0.009s;0.007s;0.008s;0.009s;0.009s;0.007s;0.008s;0.008s;0.008s;0.01s;0.008s;0.009s;0.01s;0.008s;0.009s;0.01s;0.007s;0.009s;0.013s;0.008s;0.008s;0.009s,27582464;29102080;31875072;29663232;33611776;30683136;34496512;34967552;35434496;35913728;36413440;36941824;37502976;38109184;38785024;39522304;40321024;41189376;42135552;43163648;44285952;45514752;46854144;48316416;49909760;51638272;53518336;55566336;57794560;60219392;62849024,28024832;29364224;31875072;30146560;33611776;30973952;34496512;34967552;35434496;35913728;36413440;36941824;37502976;38109184;38785024;39522304;40321024;41189376;42135552;43163648;44285952;45514752;41865216;48316416;49909760;51638272;53518336;55566336;57794560;60219392;62849024,333713;1061467;1477466;1901360;2332758;2774628;3228015;3716065;4216197;4736411;5286452;5871991;6500051;7198881;7963317;8789929;9686437;10661024;11722405;12879663;14142410;15520619;17024813;18665951;20442450;22373397;24476792;26765270;29252233;31951367;34876799
-29,1,9298,7904,7382,0,0s;0.02s,0.012s;0.021s,0.005s;0.008s,27443200;28753920,27660288;35721216,285606;327853
-30,30,0,0,0,0,0.001s;0.018s;0.031s;0.045s;0.062s;0.076s;0.09s;0.107s;0.125s;0.138s;0.157s;0.172s;0.188s;0.212s;0.224s;0.248s;0.268s;0.286s;0.307s;0.328s;0.351s;0.375s;0.402s;0.429s;0.471s;0.492s;0.53s;0.567s;0.611s;0.651s;0.705s,0.019s;0.217s;0.359s;0.491s;0.631s;0.774s;0.898s;1.068s;1.258s;1.394s;1.563s;1.774s;1.96s;2.231s;2.426s;2.667s;2.905s;3.103s;3.394s;3.648s;4.067s;4.442s;4.533s;4.865s;5.202s;5.522s;5.852s;6.31s;6.689s;7.063s;7.53s,0.006s;0.008s;0.008s;0.007s;0.008s;0.01s;0.009s;0.008s;0.008s;0.007s;0.008s;0.007s;0.009s;0.007s;0.008s;0.013s;0.007s;0.008s;0.008s;0.008s;0.007s;0.008s;0.008s;0.009s;0.008s;0.007s;0.008s;0.008s;0.009s;0.008s;0.006s,27111424;28598272;42749952;49205248;56053760;62652416;69435392;76562432;83718144;90673152;97579008;104722432;111710208;118829056;126246912;133763072;141422592;149200896;157253632;165781504;174309376;182345728;191270912;200556544;210198528;220241920;230641664;241393664;252547072;264228864;277045248,27324416;28602368;42749952;49209344;56053760;62652416;69435392;76562432;83718144;90673152;97583104;104722432;111710208;118829056;126246912;133763072;141422592;149200896;157253632;165781504;169369600;182345728;191270912;200556544;210198528;220246016;230641664;241393664;252547072;264228864;277045248,295524;11742992;18474827;25617702;32476913;39556448;46982518;54435226;61687448;68896928;76124900;83417314;90843919;98570417;106399519;114373291;122469441;130842365;139697533;148559963;157558453;166827328;176464859;186469237;196838009;207616320;218760869;230321315;242420171;255671707;268965057
-31,9,501558,26881,92151,4,0s;0.004s;0.006s;0.009s;0.502s;0.766s;1.003s;1.267s;1.569s;2.186s,0.019s;0.082s;0.117s;0.152s;0.186s;0.224s;0.261s;0.296s;0.327s;0.383s,0.005s;0.008s;0.006s;0.008s;0.007s;0.008s;0.007s;0.007s;0.008s;0.007s,27168768;28766208;29663232;34557952;35803136;37019648;38240256;39473152;40718336;42565632,27377664;28770304;29896704;34557952;35803136;37019648;38240256;39473152;40914944;73211904,285342;2266607;3497806;4757136;6025093;7299482;8580417;9879568;11245759;12699126
-32,3,19066,7325,7067,2,0s;0.001s;0.001s;0.012s,0.015s;0.029s;0.035s;0.033s,0.004s;0.007s;0.006s;0.011s,27205632;28274688;29544448;30232576,27557888;28282880;29544448;32681984,216249;357623;434680;512217
-33,30,0,0,0,0,0s;0.001s;0.002s;0.002s;0.003s;0.003s;0.005s;0.004s;0.006s;0.005s;0.006s;0.006s;0.007s;0.008s;0.009s;0.009s;0.01s;0.01s;0.011s;0.012s;0.012s;0.014s;0.013s;0.013s;0.015s;0.016s;0.016s;0.016s;0.018s;0.018s;0.018s,0.011s;0.035s;0.041s;0.05s;0.058s;0.064s;0.077s;0.086s;0.097s;0.109s;0.118s;0.14s;0.146s;0.167s;0.173s;0.191s;0.203s;0.217s;0.236s;0.256s;0.269s;0.285s;0.307s;0.318s;0.34s;0.359s;0.379s;0.406s;0.416s;0.466s;0.476s,0.006s;0.007s;0.009s;0.007s;0.006s;0.006s;0.006s;0.009s;0.005s;0.008s;0.007s;0.007s;0.007s;0.01s;0.006s;0.007s;0.008s;0.007s;0.007s;0.006s;0.006s;0.008s;0.007s;0.007s;0.008s;0.007s;0.006s;0.007s;0.007s;0.006s;0.007s,27115520;28266496;30679040;32751616;28688384;32505856;32755712;32993280;33230848;33468416;32518144;33771520;34013184;34254848;34500608;34742272;34983936;35225600;35467264;35708928;35954688;36196352;36438016;36679680;36921344;37163008;37404672;37646336;37888000;34193408;38453248,27332608;28270592;30679040;32751616;28897280;32505856;32755712;32993280;33230848;33468416;32518144;33771520;34013184;34254848;34500608;34742272;34983936;35225600;35467264;35708928;35954688;36196352;36438016;36679680;36921344;37163008;37404672;37646336;37888000;34418688;38453248,219192;636373;881616;1126951;1372441;1620666;1868384;2118015;2368844;2621399;2872997;3123906;3378332;3632691;3886498;4139764;4393003;4645400;4899741;5152562;5405819;5659216;5912030;6164742;6417555;6670469;6923484;7176600;7429817;7683155;7936573
-34,30,0,0,0,0,0s;0.01s;0.02s;0.03s;0.04s;0.052s;0.061s;0.076s;0.089s;0.094s;0.105s;0.117s;0.127s;0.142s;0.15s;0.166s;0.175s;0.183s;0.2s;0.21s;0.23s;0.233s;0.247s;0.258s;0.272s;0.289s;0.298s;0.318s;0.327s;0.342s;0.361s,0.02s;0.162s;0.263s;0.365s;0.465s;0.562s;0.648s;0.761s;0.852s;0.98s;1.096s;1.268s;1.34s;1.525s;1.629s;1.771s;1.919s;2.069s;2.217s;2.422s;2.639s;2.729s;2.982s;3.106s;3.271s;3.507s;3.657s;3.893s;4.015s;4.256s;4.471s,0.006s;0.008s;0.006s;0.007s;0.006s;0.007s;0.008s;0.008s;0.009s;0.009s;0.007s;0.008s;0.006s;0.007s;0.008s;0.008s;0.008s;0.007s;0.008s;0.006s;0.008s;0.007s;0.007s;0.006s;0.008s;0.008s;0.009s;0.009s;0.008s;0.007s;0.008s,31109120;31416320;38322176;41979904;45703168;49422336;51965952;55693312;59408384;63299584;67297280;71307264;75329536;79364096;83353600;87339008;91275264;95256576;99233792;103247872;107417600;111501312;115707904;120033280;124375040;128761856;133488640;138031104;142647296;147329024;152215552,31109120;31424512;38322176;41979904;45703168;49422336;51965952;55693312;59408384;63299584;67297280;71307264;75329536;79364096;83353600;87339008;91275264;95256576;99233792;103247872;107417600;111501312;115707904;120033280;124375040;128761856;133488640;138031104;142647296;147329024;152215552,288860;6283868;10086933;13965954;17843781;21796329;25660781;29531738;33577645;37731989;41898498;46077211;50270283;54414578;58559923;62649411;66761873;70900316;75070754;79402134;83646102;88014309;92504610;97006786;101559248;106450366;111161372;115941416;120793972;125848797;130958304
-35,30,0,0,0,0,0s;0.001s;0.001s;0.003s;0.003s;0.004s;0.004s;0.004s;0.005s;0.006s;0.007s;0.008s;0.009s;0.01s;0.011s;0.012s;0.013s;0.015s;0.017s;0.02s;0.022s;0.029s;0.026s;0.032s;0.033s;0.037s;0.042s;0.047s;0.053s;0.057s;0.065s,0.013s;0.039s;0.048s;0.057s;0.063s;0.073s;0.089s;0.099s;0.109s;0.125s;0.141s;0.156s;0.174s;0.189s;0.203s;0.233s;0.253s;0.27s;0.299s;0.328s;0.356s;0.38s;0.414s;0.471s;0.488s;0.522s;0.55s;0.625s;0.651s;0.693s;0.767s,0.006s;0.007s;0.007s;0.006s;0.006s;0.007s;0.006s;0.007s;0.007s;0.007s;0.006s;0.006s;0.006s;0.006s;0.008s;0.006s;0.006s;0.007s;0.008s;0.007s;0.006s;0.008s;0.007s;0.007s;0.008s;0.008s;0.007s;0.01s;0.006s;0.008s;0.008s,27164672;28119040;30633984;33738752;28758016;32477184;32751616;33017856;33292288;33574912;33873920;34185216;34508800;34852864;35221504;35610624;36028416;36478976;36962304;37486592;38051840;38666240;39329792;36630528;40816640;41697280;42651648;43651072;44736512;45907968;47173632,27381760;28123136;30638080;33738752;28966912;32477184;32751616;33017856;33292288;33574912;33873920;34185216;34508800;34852864;35221504;35610624;36028416;36478976;36962304;37486592;38051840;38666240;39329792;36630528;40816640;41697280;42651648;43651072;44736512;45907968;47173632,217697;652464;909995;1169504;1433218;1703559;1979105;2264358;2560264;2869422;3190794;3527694;3886934;4267982;4672656;5105888;5571003;6070133;6609046;7193331;7824085;8507379;9248126;10060511;10964184;11941164;12968349;14079222;15280234;16578411;17979297
-36,30,0,0,0,0,0s;0.015s;0.027s;0.038s;0.05s;0.062s;0.078s;0.087s;0.099s;0.11s;0.122s;0.135s;0.145s;0.158s;0.171s;0.188s;0.199s;0.213s;0.228s;0.243s;0.258s;0.273s;0.291s;0.307s;0.325s;0.35s;0.372s;0.388s;0.414s;0.44s;0.463s,0.021s;0.203s;0.329s;0.44s;0.579s;0.665s;0.809s;0.943s;1.08s;1.2s;1.369s;1.55s;1.694s;1.923s;2.083s;2.306s;2.493s;2.751s;2.948s;3.198s;3.408s;3.884s;3.895s;4.185s;4.387s;4.728s;4.994s;5.33s;6.045s;5.951s;6.32s,0.006s;0.007s;0.009s;0.009s;0.011s;0.007s;0.009s;0.006s;0.008s;0.008s;0.007s;0.009s;0.007s;0.006s;0.006s;0.008s;0.008s;0.007s;0.007s;0.007s;0.008s;0.006s;0.008s;0.007s;0.008s;0.007s;0.008s;0.008s;0.008s;0.008s;0.007s,27381760;28889088;40738816;46231552;51941376;57417728;58748928;68222976;73801728;79372288;84971520;90583040;96456704;102432768;108433408;114495488;120627200;126836736;133136384;139571200;146108416;152854528;159809536;167526400;174870528;178524160;190279680;198836224;207503360;216391680;225710080,27533312;28901376;40738816;46231552;51941376;57417728;58769408;68231168;73801728;79372288;84971520;90583040;96456704;102432768;108433408;114495488;120627200;126836736;133136384;139571200;146108416;152854528;159809536;167526400;174870528;178552832;186245120;198840320;207503360;216391680;225710080,349724;9818452;15558203;21511378;27235576;32961748;38896562;44684838;50504911;56351988;62213045;68340370;74545712;80802329;87119457;93507411;99977681;106542796;113223958;120031583;127054094;134287139;142291797;149927689;157807574;165955321;174429579;183307349;192534811;202193638;212252487
-37,30,0,0,0,0,0.003s;0.029s;0.053s;0.08s;0.101s;0.127s;0.15s;0.178s;0.203s;0.228s;0.257s;0.28s;0.31s;0.337s;0.366s;0.389s;0.424s;0.459s;0.485s;0.524s;0.555s;0.591s;0.631s;0.67s;0.711s;0.76s;0.82s;0.867s;0.926s;0.984s;1.042s,0.021s;0.313s;0.521s;0.74s;0.953s;1.164s;1.39s;1.62s;1.865s;2.13s;2.426s;2.68s;2.962s;3.277s;3.658s;3.911s;4.287s;4.655s;4.988s;5.352s;5.71s;6.127s;6.586s;7.465s;7.463s;8.018s;8.539s;8.908s;9.577s;10.03s;10.54s,0.006s;0.007s;0.007s;0.007s;0.008s;0.008s;0.007s;0.007s;0.006s;0.009s;0.007s;0.007s;0.008s;0.008s;0.007s;0.008s;0.007s;0.008s;0.008s;0.008s;0.007s;0.008s;0.008s;0.007s;0.009s;0.008s;0.008s;0.008s;0.009s;0.009s;0.007s,27246592;28868608;47566848;56778752;66535424;75927552;85307392;95186944;104562688;114577408;125145088;135262208;145317888;154660864;165052416;175702016;186699776;197607424;208695296;219979776;231718912;243748864;256024576;268541952;281415680;294715392;308523008;322957312;338227200;350392320;369451008,27598848;28872704;47566848;56778752;66535424;75927552;85307392;89817088;104562688;114581504;125145088;135262208;140079104;154660864;165056512;175702016;186699776;197607424;208695296;219979776;231718912;243748864;256024576;268541952;281415680;294715392;308523008;322957312;338227200;350588928;369610752,386218;15941796;25539970;35694858;45485162;55266491;65542880;75909502;86316424;96772737;107292812;117886028;128565974;139357733;150396396;161810323;173115421;184615614;196332275;208502092;220972732;233698920;246675722;260012191;273785876;288083649;303019461;318801294;334785404;351426372;368738227
-38,3,324424,17175,31635,2,0.002s;0.059s;0.109s;0.372s,0.015s;0.1s;0.143s;0.203s,0.005s;0.007s;0.007s;0.008s,27152384;28024832;34541568;36421632,27496448;28250112;34541568;36421632,248073;3415918;5379884;7342814
