index,t_solve_list,t_ground_list,ground_file_bytes_list
-53,0.001s;0.02s;0.04s;0.058s;0.079s;0.098s;0.118s;0.142s;0.156s;0.18s;0.199s;0.219s;0.243s;0.267s;0.28s;0.305s;0.327s;0.341s;0.361s;0.379s;0.397s;0.419s;0.446s;0.466s;0.488s;0.505s;0.526s;0.547s;0.564s;0.589s;0.616s,0.023s;0.254s;0.44s;0.635s;0.82s;0.994s;1.171s;1.375s;1.547s;1.762s;2.023s;2.188s;2.472s;2.702s;2.967s;3.204s;3.48s;3.678s;4.08s;4.307s;4.542s;4.831s;5.159s;5.437s;5.803s;6.038s;6.282s;6.634s;6.9s;7.317s;7.592s,356470;11061223;18136895;25182509;32383441;39949305;47492045;54697497;61915271;69128537;76635060;84141671;91648237;99154913;106661652;114168253;121792155;129317682;136842725;144368991;151894728;159468602;167140846;174915793;182607218;190355154;197967582;205630136;213254506;220904120;228535532
-54,0s;0.001s;0.002s;0.074s,0.012s;0.045s;0.053s;0.065s,229495;883508;1255498;1627792
-55,0s;0.003s;0.005s;0.007s;0.009s;0.011s;0.014s;0.019s;0.022s;0.026s;0.029s;0.036s;0.041s;0.05s;0.055s;0.062s;0.072s;0.084s;0.092s;0.106s;0.119s;0.134s;0.153s;0.177s;0.189s;0.211s;0.234s;0.259s;0.289s;0.323s;0.365s,0.016s;0.074s;0.108s;0.132s;0.155s;0.186s;0.24s;0.262s;0.297s;0.348s;0.391s;0.47s;0.515s;0.586s;0.643s;0.733s;0.814s;0.901s;0.974s;1.107s;1.228s;1.331s;1.466s;1.606s;1.787s;1.927s;2.087s;2.293s;2.439s;2.631s;2.853s,235015;1799215;2743861;3713309;4709125;5737731;6798057;7901373;9068139;10305114;11626405;13084164;14728705;16509860;18447078;20561176;22874231;25400177;28116908;31104890;34393076;38014134;41990665;46415296;51262116;56531620;62273804;68544636;75380352;82820708;90905478
-56,0s;0.002s;0.004s;0.005s;0.057s;0.094s;0.15s;0.191s;0.266s,0.018s;0.065s;0.085s;0.109s;0.129s;0.148s;0.175s;0.213s;0.241s,228955;1236521;1864808;2498146;3144331;3791509;4442063;5095849;5753800
-57,0.001s;0.039s;0.078s;0.108s;0.141s;0.176s;0.216s;0.252s;0.289s;0.323s;0.359s;0.388s;0.432s;0.55s;0.507s;0.547s;0.568s;0.606s;0.643s;0.682s;0.718s;0.752s;0.803s;0.845s;0.872s;0.909s;0.947s;0.986s;1.032s;1.082s;1.136s,0.029s;0.423s;0.764s;1.081s;1.428s;1.761s;2.085s;2.388s;2.755s;3.112s;3.366s;3.709s;4.095s;4.475s;4.968s;5.337s;5.763s;6.358s;6.668s;7.19s;7.629s;8.198s;8.684s;9.299s;9.713s;10.742s;10.841s;11.5s;11.953s;12.715s;13.546s,375987;22807326;36585732;50810742;64658088;78826711;93345401;107864421;122383480;136902822;151425510;166114117;180669340;195225113;209881764;224748133;239624723;254517205;269438256;284335001;299238636;314136498;329039286;344007394;358845234;373769979;388666160;403572783;418471126;433347826;448281417
-58,0.001s;0.002s;0.001s;0.004s,0.01s;0.018s;0.018s;0.02s,208785;237778;253949;270600
-59,0.001s;0.067s;0.123s;0.181s;3.648s;5.419s;6.609s;12.64s;11.668s;20.874s;-1,0.035s;0.754s;1.405s;2.011s;2.634s;3.342s;3.955s;4.594s;5.277s;6.066s;-1,590733;34160831;57789350;81776347;105462085;128951676;152490424;176047408;199845957;223687158;-1
-60,0.001s;0.061s;0.097s;0.151s;0.192s;0.238s;0.283s;0.334s;0.389s;0.429s;0.478s;0.527s;0.576s;0.626s;0.68s;0.725s;0.779s;0.834s;0.884s;0.943s;1.012s;1.058s;1.104s;1.166s;1.233s;1.282s;1.357s;1.411s;1.471s;1.546s;1.604s,0.026s;0.519s;0.895s;1.281s;1.671s;2.063s;2.533s;2.998s;3.511s;3.774s;4.327s;4.871s;5.397s;5.938s;6.51s;7.337s;7.694s;8.397s;8.865s;9.97s;10.327s;10.984s;11.517s;12.481s;12.95s;13.896s;16.034s;15.467s;16.52s;17.176s;18.071s,366803;33430797;54498122;74738847;95881496;117106621;138345050;159600461;180928623;202462862;223862766;245182960;266661927;288197056;311018385;333047879;355143118;377437466;399810100;422351794;444910389;467616616;490484812;513555886;536833031;560179346;583700622;607484425;631524275;655708698;680112240
-61,0.001s;0.001s;0.002s;0.009s;0.013s;0.017s,0.017s;0.046s;0.052s;0.059s;0.063s;0.076s,216132;497244;652580;808759;966136;1125137
-62,0s;0.002s;0.004s;0.028s;0.076s;0.122s;0.175s;0.235s;1.073s,0.016s;0.064s;0.083s;0.109s;0.13s;0.155s;0.174s;0.201s;0.227s,239743;1621920;2423187;3229268;4047196;4866197;5687117;6510660;7340346
-63,0s;0.032s;0.059s;0.087s;0.116s;0.143s;0.172s;0.2s;0.231s;0.256s;0.281s;0.31s;0.34s;0.368s;0.399s;0.424s;0.47s;0.487s;0.517s;0.549s;0.573s;0.608s;0.632s;0.661s;0.694s;0.722s;0.751s;0.777s;0.812s;0.841s;0.872s,0.028s;0.322s;0.542s;0.762s;1.099s;1.375s;1.64s;1.751s;2.001s;2.309s;2.573s;2.897s;3.625s;3.551s;3.891s;4.121s;4.47s;4.831s;5.261s;5.593s;6.068s;6.881s;6.785s;7.248s;7.582s;8.215s;8.467s;8.854s;9.741s;9.72s;10.161s,384252;19122174;30534603;41828977;53150731;64943348;76926309;88909193;100892268;112875344;124861577;136847462;148833477;160954179;172964035;184975567;196985816;209050730;221273004;233525628;245844103;258084803;270382832;282673888;294931073;307262875;319515188;331797292;344029833;356151016;368337052
-64,0.002s;0.043s;0.083s;0.124s;0.163s;0.207s;0.245s;0.292s;0.328s;0.38s;0.416s;0.467s;0.51s;0.545s;0.588s;0.634s;0.675s;0.724s;0.761s;0.808s;0.853s;0.898s;0.94s;0.994s;1.025s;1.068s;1.118s;1.157s;1.203s;1.245s;1.289s,0.035s;0.47s;0.844s;1.236s;1.59s;1.977s;2.331s;2.707s;3.155s;3.744s;4.11s;4.5s;4.961s;5.438s;5.93s;6.455s;6.927s;7.46s;7.975s;8.597s;9.1s;9.647s;10.351s;10.964s;11.558s;12.207s;12.796s;13.542s;13.91s;14.554s;15.393s,654931;17267245;29918213;42234570;54509682;66787508;79440104;92141474;104842852;117544232;130027717;142478269;155476832;168114871;180635976;193293155;205819151;220322691;233535238;246815324;260091715;273451920;286753663;300123153;313437256;326761969;340050859;353326942;366683507;379984548;393354372
-65,0s;0.103s;0.179s;0.279s;0.394s;0.554s;0.797s;1.049s;1.349s;2.02s;2.931s,0.018s;0.078s;0.117s;0.145s;0.178s;0.214s;0.257s;0.306s;0.354s;0.407s;0.466s,255098;2324262;3546855;4796946;6074757;7383239;8797804;10206733;11686565;13241948;14978207
-66,0s;0.007s;0.01s;0.016s;0.027s,0.015s;0.044s;0.053s;0.062s;0.07s,214024;570568;774985;979706;1184807
-67,0s;0s;0s;0.002s;0.003s;0.014s;0.02s;0.029s;0.035s;0.047s;0.066s,0.012s;0.034s;0.039s;0.044s;0.05s;0.054s;0.067s;0.089s;0.083s;0.094s;0.109s,212559;489552;650952;813310;977014;1142523;1311483;1486212;1663520;1847046;2036835
-68,0s;0.002s;0.004s;0.005s;0.007s;0.009s;0.011s;0.012s;0.018s;0.015s;0.018s;0.019s;0.023s;0.03s;0.028s;0.031s;0.034s;0.037s;0.04s;0.043s;0.046s;0.053s;0.054s;0.059s;0.063s;0.067s;0.071s;0.077s;0.085s;0.095s;0.096s,0.015s;0.063s;0.081s;0.103s;0.134s;0.15s;0.175s;0.193s;0.225s;0.254s;0.29s;0.325s;0.36s;0.394s;0.424s;0.511s;0.523s;0.561s;0.609s;0.678s;0.715s;0.787s;0.825s;0.923s;0.937s;1.001s;1.088s;1.138s;1.212s;1.289s;1.38s,237056;1341786;2020553;2707578;3405910;4104212;4815188;5530892;6252677;6982354;7721886;8474902;9246028;10031391;10834985;11718703;12641861;13592236;14572856;15564764;16558913;17593291;18681708;19806503;20982313;22213156;23503171;24857142;26278567;27772520;29343751
-69,0s;0.002s;0.013s,0.018s;0.059s;0.071s,220398;1025254;1479324
-70,0s;0.004s,0.012s;0.025s,210542;274058
-71,0.001s;0.002s;0.004s;0.057s;0.098s;0.142s;0.211s;0.277s;0.374s;0.477s,0.015s;0.064s;0.086s;0.11s;0.133s;0.155s;0.181s;0.23s;0.26s;0.294s,232438;1579067;2384057;3194404;4013296;4840326;5665507;6494714;7329215;8166695
-72,0s;0.005s;0.008s;0.011s;0.013s;0.018s;0.021s;0.025s;0.029s;0.033s;0.039s;0.043s;0.047s;0.051s;0.055s;0.06s;0.064s;0.07s;0.073s;0.076s;0.083s;0.087s;0.09s;0.094s;0.1s;0.105s;0.108s;0.112s;0.118s;0.12s;0.127s,0.018s;0.091s;0.128s;0.176s;0.214s;0.255s;0.304s;0.338s;0.386s;0.429s;0.493s;0.537s;0.6s;0.667s;0.724s;0.786s;0.857s;0.91s;1.048s;1.063s;1.142s;1.227s;1.303s;1.387s;1.467s;1.537s;1.632s;1.687s;1.825s;1.906s;1.985s,254322;2728146;4245948;5787465;7327219;8864215;10403224;11948132;13680989;15273842;16836616;18403012;19969454;21640548;23332547;24985137;26571144;28156734;29741312;31326124;32910848;34521580;36116472;37703624;39337705;40990436;42650678;44311037;45971513;47632106;49292816
-74,0s;0.002s;0.003s;0.004s;0.005s;0.143s;0.219s;0.286s;1.702s,0.014s;0.052s;0.067s;0.086s;0.099s;0.124s;0.136s;0.16s;0.178s,224113;1133655;1679222;2230595;2786693;3351515;3918603;4495022;5075057
-75,0.001s;0s;0.001s;0s;0.005s;0.006s;0.009s;0.012s;0.014s;0.02s;0.029s;0.043s;0.077s,0.01s;0.02s;0.021s;0.023s;0.024s;0.028s;0.03s;0.033s;0.035s;0.041s;0.048s;0.051s;0.059s,208101;238816;257356;277965;301788;330337;365537;409772;465931;537454;628504;743643;888240
-76,0s;2.625s;4.567s;7.236s;10.586s;14.499s;19.401s;2.315s;2.519s;3.566s;3.483s;5.906s;10.323s;16.841s;-1,0.024s;0.43s;0.715s;1.023s;1.323s;1.591s;1.881s;2.163s;2.541s;2.826s;3.265s;3.661s;4.09s;4.55s;-1,388410;23472499;37088664;51501141;65956694;80449344;94991896;109325116;123621240;138024929;152563640;167584527;182927472;198527663;-1
-77,0.001s;0.001s;0.003s;0.19s,0.017s;0.054s;0.067s;0.075s,223134;891269;1266929;1642617
-78,0s;0s;0.002s;0.002s;0.034s;0.05s;0.067s;0.084s;0.11s;0.165s;0.263s,0.011s;0.033s;0.036s;0.045s;0.05s;0.062s;0.066s;0.077s;0.088s;0.103s;0.118s,213360;510431;687226;870790;1064618;1273542;1516306;1780058;2081277;2427831;2830904
-79,0s;0.06s;0.104s;0.22s;0.435s;0.678s;0.929s;1.223s;1.512s;7.149s,0.017s;0.111s;0.163s;0.214s;0.281s;0.328s;0.383s;0.435s;0.515s;0.589s,253978;4074850;6307877;8558595;10808421;13087241;15365655;17847263;20412535;23005217
-80,0.001s;0.108s;0.193s;0.283s;0.363s;0.452s;0.532s;0.624s;0.72s;0.805s;0.899s;1.003s;1.087s;1.187s;1.282s;1.392s;1.497s;1.609s;1.706s;1.818s;1.918s;2.021s;-1,0.031s;1.206s;2.107s;3.04s;3.983s;4.917s;5.863s;6.754s;7.77s;8.771s;10.436s;10.887s;12s;13.25s;14.392s;15.702s;17.052s;18.601s;20.484s;21.242s;22.725s;24.448s;-1,512490;73096877;117491070;163192957;209295064;255407338;301070187;346720145;393086009;440184850;487575603;534723666;581898368;629325065;676799499;724073272;771090452;818249087;865570081;913128287;960756777;1008129395;-1
-81,0s;0.029s;0.048s;0.139s,0.011s;0.042s;0.053s;0.067s,226394;915069;1326373;1739280
-82,0.001s;0.038s;0.075s;0.111s;0.149s;0.188s;0.227s;0.264s;0.304s;0.345s;0.387s;0.427s;0.477s;0.52s;0.563s;0.614s;0.662s;0.718s;0.77s;0.822s;0.887s;0.954s;1.014s;1.08s;1.155s;1.232s;1.324s;1.425s;1.542s;1.63s;1.745s,0.038s;0.441s;0.771s;1.114s;1.424s;1.766s;2.112s;2.608s;2.919s;3.328s;3.755s;4.26s;4.702s;5.203s;5.882s;6.268s;7.103s;7.718s;8.375s;9.085s;10.511s;10.545s;11.339s;11.936s;12.774s;13.573s;14.719s;15.826s;16.551s;17.431s;18.503s,448421;21220924;35160823;48727759;62626009;76902519;91224691;105606032;120018484;134226479;149050481;164156198;179188526;194491431;210196011;226291143;242731688;259531832;276702903;294293158;312345359;330930691;350065253;369867387;390284077;411483633;433472395;456346317;480181085;505055541;531001253
-83,0.001s;0.032s;0.067s;0.875s;2.269s;4.756s;1.377s;1.776s;8.972s,0.024s;0.32s;0.536s;0.76s;0.998s;1.209s;1.46s;1.68s;1.886s,360361;17864464;29218905;39982509;50772353;62132669;73499239;84676503;95670959
-84,0s;0.003s;0.003s;0.007s;0.008s;0.01s;0.012s;0.016s;0.017s;0.02s;0.022s;0.028s;0.027s;0.032s;0.035s;0.036s;0.039s;0.042s;0.045s;0.048s;0.056s;0.056s;0.057s;0.058s;0.065s;0.07s;0.068s;0.071s;0.073s;0.076s;0.078s,0.019s;0.072s;0.095s;0.118s;0.146s;0.164s;0.189s;0.209s;0.255s;0.271s;0.309s;0.349s;0.407s;0.424s;0.462s;0.499s;0.57s;0.582s;0.639s;0.687s;0.734s;0.778s;0.858s;0.897s;0.956s;0.99s;1.082s;1.098s;1.164s;1.209s;1.284s,228628;1785159;2667232;3560331;4461402;5364259;6266498;7168429;8066287;8999371;9902086;10807001;11708946;12631428;13632029;14632660;15633311;16633950;17634587;18596224;19526817;20457579;21388530;22320890;23252383;24183350;25114011;26045767;26976470;27907213;28838835
-85,0s;0.001s;0.002s;0.003s;0.004s;0.004s;0.004s;0.006s;0.005s;0.007s;0.007s;0.008s;0.009s;0.011s;0.011s;0.015s;0.015s;0.015s;0.016s;0.016s;0.017s;0.02s;0.02s;0.021s;0.024s;0.026s;0.027s;0.031s;0.031s;0.034s;0.035s,0.015s;0.047s;0.056s;0.068s;0.079s;0.089s;0.099s;0.112s;0.124s;0.141s;0.158s;0.185s;0.194s;0.226s;0.237s;0.267s;0.277s;0.306s;0.319s;0.353s;0.375s;0.402s;0.429s;0.451s;0.484s;0.524s;0.555s;0.584s;0.617s;0.655s;0.697s,222107;769366;1085674;1402513;1722453;2045277;2370394;2700019;3033647;3367578;3707918;4051335;4399828;4753583;5112374;5479145;5854257;6237137;6629705;7033530;7463861;7933270;8417087;8901772;9384273;9884385;10403710;10943904;11506701;12093724;12706605
-86,0.001s;0.06s;0.111s;0.165s;0.218s;0.27s;0.323s;0.374s;0.432s;0.483s;0.545s;0.597s;0.652s;0.709s;0.772s;0.834s;0.887s;0.946s;1.003s;1.07s;1.154s;1.201s;1.268s;1.334s;1.393s;1.459s;1.545s;1.62s;1.7s;1.766s;1.861s,0.029s;0.61s;1.101s;1.576s;2.071s;2.525s;2.988s;3.487s;3.992s;4.553s;5.098s;5.861s;6.484s;7.248s;7.852s;8.886s;9.388s;10.184s;10.954s;11.661s;12.445s;13.304s;14.24s;15.112s;16.137s;16.938s;18.291s;19.125s;20.19s;21.121s;22.458s,471592;33695554;55667433;77072111;98957442;121258341;143569218;165893124;188334113;210734022;233399496;256018198;279040070;302108342;325535846;349558560;372708720;395915496;419379557;443138247;467098414;491145296;515433948;539976866;564622890;589625427;614776182;640399941;666433064;692698088;719392205
-87,0.002s;0.005s;0.009s;0.014s;0.017s;0.02s;0.025s;0.03s;0.035s;0.041s;0.048s;0.056s;0.061s;0.067s;0.075s;0.081s;0.089s;0.095s;0.104s;0.113s;0.125s;0.134s;0.148s;0.162s;0.178s;0.199s;0.212s;0.236s;0.255s;0.281s;0.31s,0.015s;0.092s;0.135s;0.189s;0.235s;0.278s;0.328s;0.371s;0.45s;0.511s;0.582s;0.659s;0.745s;0.808s;0.9s;0.976s;1.085s;1.154s;1.25s;1.373s;1.482s;1.609s;1.74s;1.892s;2.022s;2.193s;2.337s;2.961s;2.705s;2.872s;3.117s,266866;2894709;4565785;6257471;7955940;9671071;11387473;13114958;14988266;16938460;18904310;20793403;22721177;24701690;26744526;28861766;31079891;33483442;35993332;38631506;41414859;44334029;47389127;50652588;54140004;57877907;61891558;66209459;70860871;75876844;81290269
-88,0s;0.002s;0.003s;0.003s;0.237s,0.015s;0.052s;0.064s;0.085s;0.092s,229290;1115344;1635812;2159881;2685708
-89,0s;0.002s;0.003s;0.006s;0.007s;0.009s;0.011s;0.014s;0.017s;0.017s;0.02s;0.021s;0.023s;0.026s;0.027s;0.031s;0.033s;0.035s;0.037s;0.042s;0.043s;0.048s;0.048s;0.051s;0.052s;0.055s;0.056s;0.058s;0.068s;0.065s;0.066s,0.016s;0.061s;0.079s;0.104s;0.132s;0.149s;0.175s;0.2s;0.221s;0.255s;0.28s;0.318s;0.343s;0.404s;0.417s;0.454s;0.495s;0.525s;0.581s;0.622s;0.656s;0.699s;0.752s;0.799s;0.853s;0.875s;0.965s;0.982s;1.036s;1.108s;1.133s,234559;1431101;2169862;2914292;3669267;4424252;5181013;5936378;6696180;7450027;8203586;8957739;9714447;10470984;11224902;11978681;12751093;13576970;14402889;15228808;16054727;16880646;17706565;18532484;19358403;20143836;20922107;21701135;22479498;23257675;24035566
-90,0s;0.122s;0.222s;1.401s,0.015s;0.087s;0.134s;0.186s,248072;2843765;4489826;6155283
-91,0s;0.029s;0.044s;0.081s;0.15s;0.351s,0.017s;0.071s;0.094s;0.127s;0.156s;0.183s,235331;1889647;2833331;3783790;4745510;5712364
-92,0.001s;0.001s;0.001s;0.002s;0.003s;0.003s;0.026s;0.045s,0.013s;0.039s;0.048s;0.054s;0.079s;0.069s;0.078s;0.09s,223396;602359;819174;1036141;1253298;1472976;1692431;1912286
-93,0s;0.001s;0.001s;0.001s;0.001s;0.001s;0.002s;0.002s;0.003s;0.002s;0.003s;0.003s;0.003s;0.003s;0.004s;0.004s;0.004s;0.004s;0.005s;0.004s;0.004s;0.005s;0.005s;0.006s;0.006s;0.006s;0.006s;0.009s;0.007s;0.007s;0.007s,0.011s;0.025s;0.032s;0.034s;0.038s;0.048s;0.056s;0.062s;0.07s;0.08s;0.089s;0.107s;0.108s;0.119s;0.136s;0.148s;0.165s;0.178s;0.191s;0.204s;0.226s;0.243s;0.252s;0.271s;0.292s;0.303s;0.332s;0.346s;0.359s;0.387s;0.398s,214273;404407;507923;611439;714955;818471;921987;1025503;1129330;1234093;1338479;1443315;1548052;1652615;1757548;1863082;1968853;2074408;2179960;2285716;2391498;2497280;2603020;2708765;2814138;2920100;3025477;3131092;3236826;3342067;3447524
-94,0.001s;0.277s;0.524s;0.811s,0.015s;0.1s;0.152s;0.21s,293248;3952787;6150065;8369587
-95,0.001s;0.006s;0.008s;0.01s;0.013s;0.014s;0.021s,0.011s;0.021s;0.026s;0.029s;0.031s;0.035s;0.038s,208857;290955;337316;385597;436758;491951;552520
-96,0.001s;0.002s;0.002s;0.003s;0.003s;0.003s;0.003s;0.004s;0.004s;0.005s;0.006s;0.006s;0.006s;0.007s;0.008s;0.007s;0.01s;0.01s;0.009s;0.009s;0.011s;0.01s;0.012s;0.012s;0.013s;0.013s;0.013s;0.014s;0.015s;0.015s;0.016s,0.011s;0.034s;0.038s;0.047s;0.052s;0.063s;0.07s;0.082s;0.093s;0.104s;0.119s;0.146s;0.142s;0.166s;0.172s;0.188s;0.207s;0.225s;0.235s;0.252s;0.282s;0.302s;0.309s;0.337s;0.352s;0.38s;0.398s;0.427s;0.441s;0.456s;0.477s,227350;732851;997757;1262663;1527569;1793476;2059921;2326296;2592457;2859616;3127630;3396146;3664720;3933104;4201808;4469824;4738926;5007515;5275314;5543061;5810855;6078588;6351262;6619629;6888177;7156943;7424978;7693008;7961018;8229024;8497030
-97,0.001s;0.074s;0.144s;0.207s;0.271s;0.35s;0.407s;0.474s;0.542s;0.61s;0.682s;0.748s;0.821s;0.892s;0.971s;1.036s;1.118s;1.196s;1.257s;1.334s;1.408s;1.484s;1.565s;1.653s;1.716s;1.802s;1.897s;1.97s;2.063s;2.14s;2.236s,0.028s;0.686s;1.255s;1.999s;2.616s;3.393s;3.982s;4.508s;5.066s;5.743s;6.447s;6.672s;7.446s;8.121s;9.034s;9.767s;10.54s;11.269s;12.082s;13.029s;14.144s;14.904s;15.729s;16.583s;17.486s;18.735s;19.544s;20.802s;22.304s;22.885s;24.178s,461478;42173880;70293059;97691303;124588303;151486341;178713031;206394640;234233245;261926740;289991676;318454799;346881499;375371241;403887505;432480252;461167019;489878521;518597833;547076193;575812000;604697436;633612006;662358497;691290177;720431045;749815756;779343330;809119427;838871687;868703964
-98,0.001s;0.072s;0.128s;0.186s;0.245s;4.219s;5.782s;7.166s;8.043s;9.408s;10.808s;12.778s;13.92s;15.706s;-1,0.026s;0.765s;1.393s;2.189s;2.871s;3.552s;4.346s;5.057s;5.813s;6.536s;7.138s;8.187s;8.339s;9.19s;-1,418031;48663554;78624424;108904035;139880342;170864787;201859377;233114474;264205820;295850878;327555863;359274564;391238138;423202288;-1
-99,0s;0s;0.001s;0.004s,0.009s;0.017s;0.018s;0.02s,205269;232539;247931;263803
-100,0.001s;0.415s;0.717s;1.139s;1.661s;2.308s;3.776s,0.018s;0.146s;0.229s;0.313s;0.394s;0.474s;0.585s,313284;7171712;11161022;15202961;19297356;23343437;27397251
-101,0.003s;0.078s;0.146s;0.217s;0.285s;0.357s;0.431s;0.499s;0.571s;0.641s;0.721s;0.801s;0.879s;0.962s;1.032s;1.115s;1.217s;1.283s;1.364s;1.455s;1.56s;1.664s;1.747s;1.862s;1.97s;2.094s;2.223s;-1,0.049s;0.802s;1.44s;2.059s;2.715s;3.331s;4.01s;4.709s;5.359s;6.178s;6.947s;7.79s;8.717s;9.666s;10.653s;11.47s;12.428s;13.59s;14.559s;15.505s;16.65s;17.795s;19.603s;20.327s;21.661s;22.93s;24.374s;-1,865905;36427205;60565669;85078593;110142123;135237239;160373391;185562862;210553053;235534623;260717607;286303633;313371423;340002742;367374472;394714691;422504818;450563632;478897540;507928323;537209556;567189795;597539485;628806400;660920821;693436377;727161880;-1
-102,0.001s;0.02s;0.04s;0.057s;4.658s;6.809s;1.336s;1.682s;2.096s;2.929s;5.226s,0.024s;0.256s;0.427s;0.601s;0.771s;0.949s;1.139s;1.377s;1.535s;1.72s;1.953s,374068;12523729;20503652;28318296;36690314;44815195;52775356;60739537;68726660;76741627;84792962
-103,0.001s;0.005s;0.008s;0.012s;0.019s;0.021s;0.417s;0.921s,0.019s;0.109s;0.155s;0.205s;0.25s;0.297s;0.341s;0.401s,243507;3106403;4830408;6571916;8310341;10051909;11810996;13765552
-104,0.001s;0.445s;0.972s;1.542s;2.239s;3.171s,0.015s;0.134s;0.216s;0.293s;0.388s;0.459s,270875;5755149;9136214;12525473;15924920;19719423
-105,0.002s;0.178s;0.334s;0.495s;0.653s;0.811s;1.002s;1.147s;1.294s;1.462s;1.648s;1.825s;1.985s;2.153s;2.364s;2.519s;-1,0.035s;1.565s;2.896s;4.554s;5.975s;7.407s;8.898s;10.341s;11.183s;12.715s;14.514s;16.094s;17.867s;19.832s;21.629s;23.648s;-1,621780;96922419;160387935;223532773;286655390;349888479;413330752;477600478;541851084;606770890;671459150;736473613;801523312;866533730;931699845;997001337;-1
-106,0.001s;0.011s;0.017s;0.026s;0.035s;0.044s;0.051s;0.061s;0.071s;0.079s;0.089s;0.103s;0.109s;0.12s;0.131s;0.143s;0.157s;0.165s;0.18s;0.193s;0.208s;0.223s;0.238s;0.261s;0.273s;0.291s;0.31s;0.331s;0.357s;0.374s;0.404s,0.022s;0.154s;0.247s;0.344s;0.423s;0.5s;0.602s;0.684s;0.794s;0.902s;1.081s;1.235s;1.359s;1.511s;1.634s;1.815s;1.954s;2.196s;2.359s;2.558s;2.731s;2.948s;3.129s;3.373s;3.543s;3.763s;3.998s;4.362s;4.558s;4.803s;5.041s,388183;6336590;9918919;13511610;17330483;20986943;24655738;28344450;32161894;36162432;40205985;44298298;48447473;52662225;56951918;61326542;65796684;70373559;74952960;79660773;84515625;89525443;94707565;100076954;105740221;111544125;118857030;125405998;132270757;139452062;146967513
-107,0s;0.003s;0.005s;0.007s;0.226s;0.317s;0.524s,0.017s;0.067s;0.095s;0.114s;0.146s;0.167s;0.187s,225635;2034232;3066969;4112211;5161846;6219227;7278954
-108,0s;0s;0s;0.001s;0.001s;0.008s;0.011s;0.013s;0.015s;0.022s,0.011s;0.026s;0.029s;0.032s;0.035s;0.037s;0.04s;0.045s;0.05s;0.055s,212424;294679;342829;391937;442391;494650;549244;606774;667912;733401
-109,0s;0.004s;0.007s;0.01s;0.012s;0.017s;0.021s;0.026s;0.03s;0.038s;0.04s;0.044s;0.048s;0.053s;0.057s;0.063s;0.07s;0.072s;0.076s;0.083s;0.086s;0.091s;0.095s;0.102s;0.104s;0.11s;0.114s;0.119s;0.123s;0.128s;0.135s,0.019s;0.085s;0.121s;0.157s;0.192s;0.23s;0.265s;0.3s;0.33s;0.384s;0.428s;0.486s;0.531s;0.583s;0.639s;0.694s;0.759s;0.811s;0.919s;0.964s;1.042s;1.081s;1.162s;1.233s;1.312s;1.387s;1.474s;1.577s;1.768s;1.691s;1.759s,237221;2503532;3844803;5205766;6573985;7937879;9296434;10655941;12019066;13390679;14753254;16117456;17596801;19087209;20577695;22068199;23558745;25049225;26539713;28030203;29520688;31011169;32501650;33976537;35401226;36825968;38251741;39676463;41100992;42530314;43958706
-110,0.001s;0.032s;0.058s;0.086s;1.38s;1.867s;2.338s;2.932s;3.692s;6.993s;-1,0.025s;0.377s;0.658s;0.943s;1.377s;1.704s;2.074s;2.364s;2.446s;2.79s;-1,408502;17683241;29165211;41007303;53213331;65405464;77608251;89820229;102035916;113984359;-1
-111,0.001s;0.003s;0.004s;0.223s;0.334s;0.446s;0.575s;0.732s;0.9s;1.041s;1.316s;1.472s;1.648s;1.963s;2.291s;2.484s;2.897s;3.216s;3.551s;3.871s;4.303s;4.628s;5.559s;5.495s;5.79s;6.264s;6.647s;7.491s;7.786s;8.618s;8.992s,0.015s;0.066s;0.087s;0.116s;0.145s;0.175s;0.198s;0.221s;0.256s;0.296s;0.334s;0.38s;0.412s;0.473s;0.502s;0.552s;0.602s;0.648s;0.707s;0.759s;0.835s;0.875s;0.942s;1.021s;1.146s;1.113s;1.268s;1.281s;1.336s;1.414s;1.477s,252931;1580370;2394431;3217230;4046328;4888313;5725488;6570400;7417203;8269007;9127552;10009869;10886949;11778468;12679475;13593943;14534750;15554666;16594388;17655923;18741489;19853379;20993970;22165744;23371342;24613441;25894819;27218465;28587344;29990176;31418709
-112,0s;0.004s;0.006s;0.009s;0.013s;0.015s;0.018s;0.022s;0.025s;0.029s;0.033s;0.036s;0.04s;0.044s;0.048s;0.051s;0.055s;0.058s;0.065s;0.067s;0.072s;0.075s;0.079s;0.084s;0.09s;0.088s;0.096s;0.097s;0.106s;0.104s;0.11s,0.014s;0.067s;0.104s;0.14s;0.172s;0.208s;0.242s;0.288s;0.322s;0.366s;0.419s;0.452s;0.501s;0.569s;0.611s;0.674s;0.738s;0.795s;0.857s;0.919s;0.969s;1.043s;1.104s;1.166s;1.23s;1.358s;1.379s;1.466s;1.577s;1.594s;1.707s,246649;2335084;3614160;4914555;6218244;7521046;8831214;10132917;11432477;12731440;14036979;15337327;16638941;17944598;19245501;20546541;21936985;23336504;24736135;26135765;27535322;28934966;30334548;31734156;33133802;34533341;35932964;37332578;38732170;40131839;41531360
