index,t_ground_list,t_solve_list,consts_size_list,rules_list,atoms_list,rel_facts_list,rel_nonfacts_list,rel_total_list,ground_file_bytes_list
-527,0.158359;0.28739;0.31041;0.408226;0.460408;0.505563;0.56929;0.62731;0.687429;0.731287;0.782761;0.853172;0.913225;0.974927;1.037523;1.084766;1.215892;1.306725;1.370762;1.439301;1.546496;1.766408;1.866841;1.827068;1.932048;2.004012;2.074417;2.098484;2.316164;2.388081,0.005209;0.007213;0.022153;0.042469;0.048695;0.055298;0.060572;0.073951;0.067911;0.078481;0.08152;0.085763;0.094242;0.100681;0.104504;0.103314;0.111714;0.122271;0.127427;0.136424;0.144135;0.155076;0.183107;0.181239;0.194888;0.20787;0.221319;0.245832;0.249349;0.286258,437;437;437;437;437;437;437;437;437;437;437;437;437;437;437;437;437;437;437;437;437;437;437;437;437;437;437;437;437;437,0;8204;34885;62921;106034;151145;196520;243854;291632;339981;389049;439000;490014;542287;596031;651474;708860;768449;830517;895356;963274;1034595;1109659;1188822;1272456;1360949;1454705;1554144;1659702;1771831,0;6561;9279;12284;15734;19266;22816;26424;30036;33652;37272;40896;44524;48156;51792;55432;59076;62724;66376;70032;73692;77356;81024;84696;88372;92052;95736;99424;103116;106812,16;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37,84;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63,100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100,383671;1624888;2994521;4993929;7069130;9152703;11312027;13488098;15693519;17932467;20209049;22535920;24917248;27369820;29893603;32505369;35213489;38038934;40981669;44066861;47302866;50710651;54298575;58087593;62094462;66340131;70837160;75610692;80681673;86062661
-528,5.168355;-1,3.625213;-1,458;-1,0;-1,0;-1,10;-1,354;-1,364;-1,45278880;-1
-529,0.195208;0.565642;0.611803;0.887212;0.977869;1.044961,0.00648;0.017293;0.070644;0.131391;0.20362;0.195841,458;458;458;458;458;458,0;9742;75834;144471;249192;360104,0;7401;12610;18256;24585;31010,1;21;21;21;21;21,119;99;99;99;99;99,120;120;120;120;120;120,468080;3757250;7290848;12396841;17754806;23121199
-530,0.220062;0.972561;1.013593;1.422063;1.551825;1.753497;1.890488;2.061392;2.317252;2.431169;2.490821;2.646939;3.048714;3.11552;3.232204;3.339069;3.738621;3.731177;3.783196;4.092713;4.431554;4.632773;4.474264;5.176312;4.654117;5.344298;5.648642;5.823208;5.921122;5.758716,0.0084;0.031333;0.137893;0.224616;0.244965;0.274956;0.311363;0.324974;0.363958;0.350169;0.391854;0.422972;0.429982;0.455759;0.491902;0.482957;0.541641;0.52795;0.56119;0.604539;0.643434;0.628822;0.662766;0.664772;0.682119;0.709967;0.735374;0.743739;0.753469;0.851399,449;449;449;449;449;449;449;449;449;449;449;449;449;449;449;449;449;449;449;449;449;449;449;449;449;449;449;449;449;449,0;11309;142565;277706;492822;708515;924373;1144729;1365218;1585853;1806670;2027709;2249014;2470633;2692618;2915025;3137914;3361349;3585398;3810133;4035630;4261969;4489234;4717513;4946898;5177485;5409374;5642669;5877478;6113913,0;8345;16188;24600;34228;43909;53606;63431;73258;83087;92918;102751;112586;122423;132262;142103;151946;161791;171638;181487;191338;201191;211046;220903;230762;240623;250486;260351;270218;280087,10;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27,139;122;122;122;122;122;122;122;122;122;122;122;122;122;122;122;122;122;122;122;122;122;122;122;122;122;122;122;122;122,149;149;149;149;149;149;149;149;149;149;149;149;149;149;149;149;149;149;149;149;149;149;149;149;149;149;149;149;149;149,560819;7390483;14400397;24857778;35340407;45827253;56486559;67150074;77822009;88498148;99190947;109892161;120606001;131799412;143202085;154629898;166082929;177556962;189056200;200589053;212155515;223755578;235397651;247085936;258824632;270613730;282457430;294364138;306333847;318379169
-531,4.314458;-1,2.564553;-1,474;-1,0;-1,0;-1,19;-1,365;-1,384;-1,37579332;-1
-532,0.132035;0.115705;0.105047,0.001384;0.000515;0.027065,442;442;442,0;5323;5510,0;5320;5513,10;21;21,11;0;0,21;21;21,235853;248557;257066
-533,0.154682;0.168767;0.181291;0.180406,0.004104;0.002638;0.004223;0.036044,434;434;434;434,0;7863;12655;18027,0;6096;7345;8686,1;38;38;38,64;27;27;27,65;65;65;65,354123;531938;735092;942440
-534,0.128629;0.10109;0.095789;0.105024;0.094412;0.090948;0.098265;0.097527;0.106805;0.106882;0.108129;0.094206;0.117787;0.102666;0.100015;0.117643;0.113746;0.105175;0.111921;0.114863;0.132426;0.115743;0.117784;0.106169;0.111826;0.121697;0.119233;0.124578;0.136219;0.1304,0.001496;0.000475;0.000415;0.000346;0.000408;0.000481;0.000536;0.000593;0.000617;0.000628;0.000661;0.000741;0.000843;0.000765;0.000805;0.000955;0.000936;0.000889;0.001033;0.000899;0.000981;0.001009;0.001165;0.001081;0.001161;0.001056;0.001056;0.0011;0.00129;0.001259,432;432;432;432;432;432;432;432;432;432;432;432;432;432;432;432;432;432;432;432;432;432;432;432;432;432;432;432;432;432,0;5219;5268;5329;5390;5451;5512;5573;5634;5695;5756;5817;5878;5939;6000;6061;6122;6183;6244;6305;6366;6427;6488;6549;6610;6671;6732;6793;6854;6915,0;5204;5268;5335;5402;5469;5536;5603;5670;5737;5804;5871;5938;6005;6072;6139;6206;6273;6340;6407;6474;6541;6608;6675;6742;6809;6876;6943;7010;7077,1;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12,11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12,231558;235792;235792;240042;244282;248515;248515;252761;257007;261239;261239;265476;269725;273960;278191;278191;282437;286679;290909;290909;295145;299394;303630;307861;307861;312106;316349;320580;324812;324812
-535,0.126763;0.103631;0.110373;0.124812;0.134556;0.143809;0.157774;0.171964,0.001643;0.000796;0.001679;0.002546;0.003749;0.004792;0.0058;0.02999,418;418;418;418;418;418;418;418,0;5723;6404;7325;8633;9970;11496;13184,0;5391;5914;6519;7166;7813;8460;9107,1;7;7;7;7;7;7;7,45;39;39;39;39;39;39;39,46;46;46;46;46;46;46;46,252771;286543;332939;391940;450934;522511;598257;694943
-536,0.141356;0.129728,0.001711;0.025333,451;451,0;5873,0;5620,10;13,36;33,46;46,261337;307786
-537,6.759442;-1,5.43067;-1,444;-1,0;-1,0;-1,1;-1,423;-1,424;-1,62889791;-1
-538,0.150924;0.116072;0.12277;0.127931;0.153357;0.173836;0.183449;0.191647;0.21773;0.228728;0.241134;0.240196;0.278211;0.288787;0.311626;0.337893;0.30712;0.365577;0.371811;0.378552;0.417516;0.432634;0.457516;0.450426;0.461882;0.48577;0.446338;0.477704;0.474531;0.507116,0.002014;0.000674;0.00111;0.002094;0.002974;0.003828;0.003956;0.005005;0.004899;0.004535;0.005054;0.005934;0.005634;0.005694;0.007695;0.006962;0.007011;0.007792;0.009211;0.009328;0.008771;0.00897;0.010363;0.012864;0.012178;0.012712;0.01223;0.013628;0.01691;0.014947,454;454;454;454;454;454;454;454;454;454;454;454;454;454;454;454;454;454;454;454;454;454;454;454;454;454;454;454;454;454,0;5911;7517;9241;11028;13762;16567;19602;22667;25768;28914;32115;35382;38727;42163;45704;49365;53162;57112;61233;65544;70065;74817;79822;85103;90684;96590;102847;109482;116523,0;5593;6163;6756;7432;8231;9046;9888;10731;11575;12420;13266;14113;14961;15810;16660;17511;18363;19216;20070;20925;21781;22638;23496;24355;25215;26076;26938;27801;28665,1;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37,36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37,265481;324952;388686;456614;545871;639350;741310;843274;945228;1059621;1173952;1292494;1415252;1538021;1665009;1796216;1935845;2075497;2223576;2380086;2540826;2710003;2887619;3077877;3276576;3483733;3707734;3940202;4189526;4451516
-539,0.138905;0.155001;0.162109;0.168872;0.195998;0.213389;0.241265;0.245294;0.280525;0.316028;0.329467;0.357051;0.387432;0.408212;0.439737;0.460102;0.509548;0.497853;0.551713;0.605574;0.647217;0.680009;0.69844;0.716431;0.699294;0.806315;0.744209;0.748429;0.767207;0.828829,0.001795;0.00098;0.001747;0.004701;0.00685;0.007746;0.00806;0.009456;0.009692;0.009208;0.010985;0.012338;0.011201;0.012233;0.012905;0.015204;0.014926;0.013831;0.01511;0.015024;0.016376;0.016387;0.019997;0.018506;0.019985;0.018896;0.019727;0.019252;0.020545;0.021372,448;448;448;448;448;448;448;448;448;448;448;448;448;448;448;448;448;448;448;448;448;448;448;448;448;448;448;448;448;448,0;5948;11794;17961;24301;34177;44143;54109;64075;74041;84007;93973;103939;113905;123871;133837;143803;153769;163735;173701;183667;193633;203599;213565;223531;233497;243463;253429;263395;273361,0;5934;6940;7989;9194;10630;12065;13500;14935;16370;17805;19240;20675;22110;23545;24980;26415;27850;29285;30720;32155;33590;35025;36460;37895;39330;40765;42200;43635;45070,46;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57,11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57,265762;448664;644341;840000;1133534;1451743;1778132;2104519;2430907;2757297;3083659;3410022;3736385;4062748;4393311;4719671;5046034;5372396;5698759;6025122;6355685;6682045;7008408;7334770;7661133;7991698;8318058;8644419;8970782;9297143
-540,0.138927;0.117413,0.00152;0.025622,436;436,0;5457,0;5427,1;7,36;30,37;37,244306;265448
-541,0.149715;0.151893;0.156379;0.1601;0.193314;0.20909;0.225699;0.243275;0.255728;0.297587;0.303908;0.32361;0.350871;0.374717;0.384756;0.398507;0.40259;0.428416;0.448438;0.489277;0.50778;0.530947;0.593179;0.580728;0.585327;0.578333;0.611287;0.602919;0.621903;0.656126,0.003388;0.001615;0.002003;0.004334;0.005429;0.006202;0.00731;0.006256;0.008207;0.006901;0.008502;0.008436;0.008156;0.009365;0.010696;0.009873;0.011188;0.01135;0.012293;0.014068;0.013066;0.013385;0.014538;0.016629;0.01681;0.019494;0.017539;0.019647;0.020178;0.021199,426;426;426;426;426;426;426;426;426;426;426;426;426;426;426;426;426;426;426;426;426;426;426;426;426;426;426;426;426;426,0;6976;11419;16059;20784;27056;33410;39782;46179;52609;59081;65605;72192;78854;85604;92456;99425;106527;113779;121199;128806;136620;144662;152954;161519;170381;179565;189097;199004;209314,0;5778;6561;7378;8314;9446;10578;11711;12845;13980;15116;16253;17391;18530;19670;20811;21953;23096;24240;25385;26531;27678;28826;29975;31125;32276;33428;34581;35735;36890,1;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47,46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47,316036;456387;601022;749844;941208;1136800;1344698;1556631;1772737;1993052;2213352;2433663;2658186;2886922;3119872;3357043;3598434;3844048;4093885;4352151;4618851;4889781;5173352;5465360;5765815;6078917;6404667;6743072;7094142;7457873
-542,0.140378;0.124807;0.130662;0.127837;0.141276;0.130811;0.15001;0.153218;0.159967;0.175002;0.173477;0.184004;0.188607;0.195765;0.209884;0.212202;0.215125;0.220305;0.234885;0.243454;0.223651;0.23467;0.240154;0.256219;0.258134;0.263855;0.29433;0.327618;0.332051;0.342669,0.001604;0.000748;0.001492;0.001724;0.002011;0.002288;0.002492;0.002579;0.003132;0.003093;0.003264;0.003819;0.003297;0.00408;0.004439;0.00355;0.00403;0.005768;0.004559;0.004948;0.005168;0.006939;0.005814;0.007497;0.006732;0.008589;0.008651;0.00842;0.009013;0.010331,443;443;443;443;443;443;443;443;443;443;443;443;443;443;443;443;443;443;443;443;443;443;443;443;443;443;443;443;443;443,0;5525;5969;6611;7271;7949;8654;9395;10181;11021;11924;12899;13955;15101;16346;17699;19169;20765;22496;24371;26399;28589;30950;33491;36221;39149;42284;45635;49211;53021,0;5487;5889;6356;6841;7327;7814;8302;8791;9281;9772;10264;10757;11251;11746;12242;12739;13237;13736;14236;14737;15239;15742;16246;16751;17257;17764;18272;18781;19291,1;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7,48;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42,49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49,248544;269676;303447;333006;366778;396336;434320;468091;506075;548270;590459;636860;683261;738078;797048;860211;931787;1007566;1087553;1171748;1264352;1361159;1466377;1580007;1702045;1832490;1967148;2114417;2270092;2434181
-543,0.159378;0.23916;0.261335;0.315454;0.371161;0.396921;0.467649;0.469196;0.486521;0.545213;0.589127;0.656735;0.692122;0.797688;0.828856;0.872625;0.938798;0.952608;1.030186;1.098036;1.074227;1.10829;1.119449;1.201128;1.245209;1.318016;1.40508;1.413379;1.425966;1.527028,0.004051;0.005627;0.017646;0.025085;0.027797;0.030603;0.03398;0.036959;0.037448;0.041931;0.043507;0.04918;0.052788;0.052305;0.055255;0.05925;0.065732;0.068274;0.073249;0.076746;0.081655;0.090817;0.092978;0.10607;0.109447;0.11918;0.125647;0.124467;0.134071;0.139898,429;429;429;429;429;429;429;429;429;429;429;429;429;429;429;429;429;429;429;429;429;429;429;429;429;429;429;429;429;429,0;7683;22205;37570;60780;84217;107774;131499;155448;179685;204282;229319;254884;281073;307990;335747;364464;394269;425298;457695;491612;527209;564654;604123;645800;689877;736554;786039;838548;894305,0;6208;8290;10634;13278;15924;18571;21219;23868;26518;29169;31821;34474;37128;39783;42439;45096;47754;50413;53073;55734;58396;61059;63723;66388;69054;71721;74389;77058;79728,1;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7,75;69;69;69;69;69;69;69;69;69;69;69;69;69;69;69;69;69;69;69;69;69;69;69;69;69;69;69;69;69,76;76;76;76;76;76;76;76;76;76;76;76;76;76;76;76;76;76;76;76;76;76;76;76;76;76;76;76;76;76,354073;1082726;1844995;2988092;4151812;5323912;6504371;7693175;8898717;10120971;11364080;12636466;13942307;15281573;16662640;18093880;19575259;21119347;22730309;24420709;26190504;28056459;30022729;32097669;34289629;36615370;39079032;41693168;44470323;47423044
-544,0.130569;0.127304,0.001608;0.027096,430;430,0;5528,0;5499,13;19,33;27,46;46,248541;295053
-545,0.126855;0.098216;0.09696,0.001415;0.000441;0.022837,438;438;438,0;5243;5302,0;5241;5322,1;15;15,14;0;0,15;15;15,231566;235824;240064
-546,0.139226;0.193505;0.198429;0.203996;0.240864;0.283227;0.301477;0.348152;0.411641;0.427249;0.507142;0.488063;0.57024;0.550152;0.614175;0.634829;0.683363;0.692757;0.717694;0.803226;0.817978;0.864835;0.908057;0.957079;0.978311;0.952454;1.006282;1.076855;1.128419;1.115994,0.002023;0.001847;0.001789;0.007025;0.012368;0.013227;0.012677;0.015124;0.017014;0.016181;0.019692;0.021718;0.019744;0.021186;0.023186;0.024325;0.02637;0.023998;0.025894;0.02644;0.028068;0.028973;0.032322;0.03263;0.031363;0.033167;0.03382;0.035389;0.035083;0.037819,435;435;435;435;435;435;435;435;435;435;435;435;435;435;435;435;435;435;435;435;435;435;435;435;435;435;435;435;435;435,0;6201;19254;32671;46330;65731;85283;104835;124387;143939;163491;183043;202595;222147;241699;261251;280803;300355;319907;339459;359011;378563;398115;417667;437219;456771;476323;495875;515427;534979,0;6017;7391;8811;10437;12467;14496;16525;18554;20583;22612;24641;26670;28699;30728;32757;34786;36815;38844;40873;42902;44931;46960;48989;51018;53047;55076;57105;59134;61163,34;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61,27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61;61,278393;665614;1065637;1461419;2067998;2691177;3310148;3929122;4552300;5171273;5794414;6413352;7036490;7659628;8282768;8901704;9524841;10147983;10766919;11390057;12013197;12632135;13255273;13878410;14501551;15120487;15743624;16366765;16985701;17608840
-547,0.122021;0.097901;0.098513;0.099115;0.096621;0.097603;0.098399;0.096268;0.093887;0.100245;0.098938;0.107789;0.108955;0.104556;0.112941;0.11268;0.118161;0.117846;0.111338;0.10759;0.112292;0.110392;0.114417;0.12196;0.127353;0.125622;0.117063;0.123839;0.117453;0.123332,0.001346;0.000318;0.000498;0.00029;0.000439;0.000382;0.000377;0.000337;0.000418;0.000425;0.000406;0.000466;0.000492;0.000505;0.000508;0.000524;0.0005;0.000491;0.000584;0.000628;0.000578;0.000599;0.000697;0.000676;0.000793;0.000889;0.000751;0.000888;0.000886;0.00077,449;449;449;449;449;449;449;449;449;449;449;449;449;449;449;449;449;449;449;449;449;449;449;449;449;449;449;449;449;449,0;5278;5314;5356;5398;5440;5482;5524;5566;5608;5650;5692;5734;5776;5818;5860;5902;5944;5986;6028;6070;6112;6154;6196;6238;6280;6322;6364;6406;6448,0;5278;5315;5354;5393;5432;5471;5510;5549;5588;5627;5666;5705;5744;5783;5822;5861;5900;5939;5978;6017;6056;6095;6134;6173;6212;6251;6290;6329;6368,1;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7,235839;235839;235839;240095;240095;244345;244345;248594;248594;252843;257090;257090;261339;261339;265588;265588;269836;269836;274085;274085;278333;278333;282581;282581;286830;286830;291078;291078;295326;295326
-548,0.175721;0.276774;0.309196;0.341504;0.412969;0.455752;0.542213;0.59698;0.662886;0.743915;0.741924;0.790474;0.835715;0.957019;1.038144;1.048052;1.198599;1.227331;1.280809;1.353903;1.473143;1.515616;1.451166;1.586551;1.604832;1.486019;1.614843;1.729867;2.048503;2.108613,0.004088;0.003085;0.004752;0.0122;0.022292;0.025419;0.029061;0.03118;0.033784;0.034684;0.038884;0.037921;0.041541;0.045138;0.049554;0.049337;0.049006;0.050143;0.053432;0.054591;0.062522;0.059158;0.065804;0.066454;0.067732;0.067566;0.06966;0.074178;0.080507;0.080388,458;458;458;458;458;458;458;458;458;458;458;458;458;458;458;458;458;458;458;458;458;458;458;458;458;458;458;458;458;458,0;7812;27237;47722;68799;105393;142245;180789;219344;257899;296454;335009;373564;412119;450674;489229;527784;566339;604894;643449;682004;720559;759114;797669;836224;874779;913334;951889;990444;1028999,0;6615;9193;11884;14781;18370;21976;25653;29330;33007;36684;40361;44038;47715;51392;55069;58746;62423;66100;69777;73454;77131;80808;84485;88162;91839;95516;99193;102870;106547,1;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74,95;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22,96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96,366845;995032;1723041;2459212;3698566;4942175;6244953;7547738;8850522;10153306;11456017;12762939;14065650;15368367;16675283;17977998;19284916;20587629;21894549;23197260;24504181;25806892;27113814;28416525;29723447;31026158;32328874;33635791;34938505;36245423
-549,0.120596;0.103834;0.097684;0.091337;0.105095;0.101771;0.08741;0.103411;0.112397;0.113486;0.103373;0.113505;0.102482;0.101733;0.113809;0.107366;0.108869;0.105807;0.107331;0.101824;0.101253;0.092757;0.106744;0.117601;0.126974;0.110268;0.103708;0.098223;0.103135;0.106221,0.001318;0.000317;0.000477;0.00036;0.000377;0.000377;0.000391;0.000441;0.000361;0.000432;0.00041;0.000453;0.000437;0.000477;0.000488;0.000484;0.000579;0.000461;0.000541;0.000658;0.000548;0.00054;0.000627;0.000712;0.000757;0.000813;0.000688;0.000721;0.000785;0.000922,435;435;435;435;435;435;435;435;435;435;435;435;435;435;435;435;435;435;435;435;435;435;435;435;435;435;435;435;435;435,0;5194;5230;5272;5314;5356;5398;5440;5482;5524;5566;5608;5650;5692;5734;5776;5818;5860;5902;5944;5986;6028;6070;6112;6154;6196;6238;6280;6322;6364,0;5194;5231;5270;5309;5348;5387;5426;5465;5504;5543;5582;5621;5660;5699;5738;5777;5816;5855;5894;5933;5972;6011;6050;6089;6128;6167;6206;6245;6284,1;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7,231562;231562;235810;235810;240060;240060;244309;244309;248556;248556;252805;252805;257052;257052;261298;261298;265548;265548;269791;269791;274036;274036;278281;278281;282525;286766;286766;291014;291014;295261
-550,0.12866;0.118202;0.129457;0.145337;0.164966;0.179278;0.206602,0.001837;0.001315;0.002741;0.004847;0.006205;0.007538;0.037129,451;451;451;451;451;451;451,0;5880;8050;10394;14064;18066;22106,0;5580;6292;7123;8091;9088;10089,1;15;15;15;15;15;15,36;22;22;22;22;22;22,37;37;37;37;37;37;37,265452;370555;484071;643916;820637;993155;1169888
-551,0.182797;0.41337;0.467243;0.578904;0.652286;0.731735;0.830703;0.893063;0.997192;1.063847;1.220499;1.291849;1.378957;1.455111;1.521067;1.768361;1.859299;1.984463;1.978614;2.029008;2.163223;2.332285;2.212206;2.330645;2.50056;2.700156;2.735311;2.765212;2.854701;3.199442,0.00588;0.009532;0.023299;0.054083;0.068504;0.076905;0.084023;0.087685;0.102113;0.101775;0.110209;0.127337;0.12517;0.127874;0.138109;0.15694;0.15633;0.164222;0.178412;0.19049;0.196358;0.213913;0.212306;0.228501;0.24872;0.262002;0.272272;0.302754;0.301659;0.33151,444;444;444;444;444;444;444;444;444;444;444;444;444;444;444;444;444;444;444;444;444;444;444;444;444;444;444;444;444;444,0;9368;50318;93236;153437;223871;294540;367819;441371;515272;589623;664538;740144;816581;894002;972573;1052473;1133894;1217041;1302132;1389398;1479083;1571444;1666751;1765287;1867348;1973243;2083294;2197836;2317217,0;7190;11404;15944;20961;26210;31478;36837;42199;47564;52932;58303;63677;69054;74434;79817;85203;90592;95984;101379;106777;112178;117582;122989;128399;133812;139228;144647;150069;155494,10;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32,111;89;89;89;89;89;89;89;89;89;89;89;89;89;89;89;89;89;89;89;89;89;89;89;89;89;89;89;89;89,121;121;121;121;121;121;121;121;121;121;121;121;121;121;121;121;121;121;121;121;121;121;121;121;121;121;121;121;121;121,446978;2305498;4366911;7158388;10337161;13520122;16804063;20100572;23409652;26739677;30103160;33491768;36922282;40394689;43917370;47502897;51155454;54883435;58699393;62615882;66637130;70779866;75056654;79475898;84238613;89250981;94455869;99874171;105522619;111417948
