index,t_ground_list,t_solve_list,consts_size_list,rules_list,atoms_list,rel_facts_list,rel_nonfacts_list,rel_total_list,ground_file_bytes_list
201,10.320132;8.965808;10.016425;10.983047;12.189647;13.306995;14.520587;15.546383;16.629567;18.930713;18.95391;20.065002;21.259166;21.941193;-1,0.398755;0.27081;0.317574;0.470153;0.509346;0.731906;0.792952;0.804909;0.869831;0.895078;0.95087;0.988985;1.012547;1.077187;-1,437;437;437;437;437;437;437;437;437;437;437;437;437;437;-1,0;336836;2886440;5521840;8158455;10884643;13610900;16426760;19242676;22058662;24874736;27690918;30507230;33323696;-1,0;336826;430172;524287;619845;716207;812621;909354;1006089;1102826;1199565;1296306;1393049;1489794;-1,0;9;9;9;9;9;9;9;9;9;9;9;9;9;-1,15;6;6;6;6;6;6;6;6;6;6;6;6;6;-1,15;15;15;15;15;15;15;15;15;15;15;15;15;15;-1,15251240;100033740;187602699;275179912;365636264;456096819;549445000;642788980;737472531;839090728;941077616;1043068715;1145064015;1247071925;-1
202,10.820922;7.529665;8.931024;9.904181;11.401737;12.526572;13.883133;14.56118,0.417177;0.221111;0.297201;0.944383;1.137161;1.361986;2.334426;5.149452,442;442;442;442;442;442;442;442,0;346126;2125021;3992087;5860455;8003726;10147570;12291473,0;346122;441553;537793;635600;734833;834067;933303,0;6;6;6;6;6;6;6,10;4;4;4;4;4;4;4,10;10;10;10;10;10;10;10,15683494;75879066;138937195;202003565;273914605;345842565;417774729;489752056
203,10.848383;6.161769;7.313303;8.388715;9.596985;10.676267;11.955306;12.794848;13.760594;15.02817;16.296441;16.973767;18.278397;19.288989;19.88727;21.125297;-1,0.414815;0.173166;0.233676;0.36769;0.427804;0.453174;0.472385;0.49563;0.51696;0.683165;0.607105;0.568997;0.613515;0.636824;0.669746;0.653269;-1,433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;-1,0;341458;1431248;2608012;3785994;5054726;6323481;7592753;8862061;10131414;11400822;12670296;13939848;15209491;16479239;17749107;-1,0;341452;435356;530035;626169;723089;820012;916935;1013859;1110784;1207710;1304637;1401565;1498494;1595424;1692355;-1,0;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;-1,12;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;-1,12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;-1,15465249;53556277;94476018;135404011;179249194;223094370;266964875;310831161;355361135;402950917;450819235;498691730;546568398;594453436;642342637;690240198;-1
204,9.52749;15.246732;15.817623;16.587115;18.927207,0.356835;0.518988;0.528598;2.87945;6.101791,424;424;424;424;424,0;314097;5892164;11550477;17210210,0;314129;402365;491357;581829,0;1;1;1;1,73;72;72;72;72,73;73;73;73;73,14194120;195695951;379810808;563938102;766820207
205,10.069159;4.832338;6.084808;7.013127;7.995827;9.028086;9.965399;11.113957;12.18187;13.026002;13.899098;14.832311;16.044478;17.091725;18.252514;19.123142;19.76411;20.943433;-1,0.381369;0.122854;0.182184;0.208332;0.216848;0.224415;0.230542;0.240713;0.259404;0.272015;0.268825;0.289586;0.30856;0.313323;0.33467;0.331063;0.332142;0.350609;-1,433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;-1,0;327591;894346;1544566;2195960;2847822;3499686;4151550;4803414;5455278;6107142;6759006;7410870;8062734;8714598;9366462;10018326;10670190;-1,0;327577;417526;508229;600340;692921;785504;878087;970670;1063253;1155836;1248419;1341002;1433585;1526168;1618751;1711334;1803917;-1,0;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;-1,11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1,11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;-1,14819054;36036014;59967535;83903109;107855533;131807956;155764589;179717013;203968423;229878812;255961157;282047703;308130047;334212391;360294735;386381281;412463625;438545969;-1
206,9.344025;5.663246;6.606532;7.4637;8.81902;10.005959,0.354082;0.159517;0.204629;0.452171;0.668099;2.630272,420;420;420;420;420;420,0;311271;1302812;2374979;3448423;4689907,0;311267;398020;485552;574602;664745,0;1;1;1;1;1,7;6;6;6;6;6,7;7;7;7;7;7,14057397;48745685;86063938;123386229;166111704;208862512
207,9.589195;4.174215;5.186229;6.113357;7.118393,0.359293;0.085769;0.147533;0.167966;1.910366,415;415;415;415;415,0;318488;559139;880975;1204024,0;318484;405755;493784;583245,0;3;3;3;3,9;6;6;6;6,9;9;9;9;9,14395381;25080333;38412166;51743836;65100767
208,10.589873;5.161882;6.46734;7.242112;8.552949;9.59814,0.418577;0.129713;0.193803;0.322126;0.418335;2.539383,447;447;447;447;447;447,0;343436;930792;1608703;2287896;3061532,0;343432;436670;530718;626318;722760,0;6;6;6;6;6,6;0;0;0;0;0,6;6;6;6;6;6,15551142;37545650;62478828;87420250;115397245;143378444
209,10.217335;4.178668;5.390783;6.293211;7.310336;8.314324;9.245131;10.187005;11.358095;12.127193;13.063664;13.984169;15.12361;16.177523;17.088888;17.988461;18.961579;20.159847;21.047333;-1,0.374864;0.09576;0.157403;0.180987;0.171793;0.187765;0.190147;0.214979;0.217297;0.234274;0.24173;0.246673;0.258551;0.277339;0.287605;0.288883;0.302259;0.315683;0.327072;-1,424;424;424;424;424;424;424;424;424;424;424;424;424;424;424;424;424;424;424;-1,0;325819;571559;900784;1231279;1562295;1893311;2224327;2555343;2886359;3217375;3548391;3879407;4210423;4541439;4872455;5203471;5534487;5865503;-1,0;325816;414833;504644;595975;687818;779661;871504;963347;1055190;1147033;1238876;1330719;1422562;1514405;1606248;1698091;1789934;1881777;-1,0;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;-1,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1,4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;-1,14733557;25646596;39274187;52910027;66558511;80211204;93863896;107516588;121247101;135886813;150706914;165522810;180338705;195158804;209974700;224790596;239610694;254426590;269242486;-1
210,9.785452;4.756952;5.931879;6.873158;7.945704,0.375766;0.110503;0.183527;0.283625;2.051073,428;428;428;428;428,0;323568;884067;1527468;2172095,0;323564;412883;502975;594539,0;6;6;6;6,6;0;0;0;0,6;6;6;6;6,14630812;35623762;59314350;83008984;109489733
211,10.949863;5.35266;6.345823;7.379562;8.690868;9.730989;10.770071;11.927196;12.990526;14.430414;15.090346;16.170305;17.260593;18.767423;19.562172;20.857309;21.600253;-1,0.445041;0.125709;0.190086;0.293248;0.374071;0.393611;0.430363;0.435601;0.48119;0.493289;0.532328;0.531473;0.555457;0.577419;0.627117;0.6259;0.645736;-1,445;445;445;445;445;445;445;445;445;445;445;445;445;445;445;445;445;-1,0;353187;964563;1665905;2368575;3168030;3967486;4766943;5566401;6365860;7165320;7964781;8764243;9563706;10363170;11162635;11962101;-1,0;353180;449811;547269;646327;746225;846124;946024;1045925;1145827;1245730;1345634;1445539;1545445;1645352;1745260;1845169;-1,0;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;-1,7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1,7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;-1,16013009;38895001;64702947;90514925;119438580;148366442;177290097;206295740;237517317;268935519;300447906;331960293;363472679;394985066;426501652;458014041;489526427;-1
212,9.316967;4.679252;5.727494;6.575587;7.727859;9.263306;9.95101;11.016225,0.35869;0.11328;0.16576;0.261958;0.383188;0.402522;0.50422;3.171924,423;423;423;423;423;423;423;423,0;315756;860696;1487392;2115327;2831395;3547534;4263772,0;315752;402830;490676;580001;670120;760241;850364,0;5;5;5;5;5;5;5,11;6;6;6;6;6;6;6,11;11;11;11;11;11;11;11,14267079;34681063;57754638;80836462;106742818;132649160;158563896;184482809
213,10.040877;7.014363;8.115583;9.125614;10.585232;11.385193;12.485854;13.505113;14.417291;15.99433;16.708201;17.567247;18.64629;19.360335;21.192963;21.486179;-1,0.372654;0.212089;0.262019;0.79905;1.012011;1.070414;1.105343;1.14746;1.176813;1.306467;1.288258;1.341577;1.457505;1.712851;1.500095;1.54829;-1,422;422;422;422;422;422;422;422;422;422;422;422;422;422;422;422;-1,0;320771;1967779;3696523;5426416;7413060;9400174;11387288;13374402;15361516;17348630;19335744;21322858;23309972;25297086;27284200;-1,0;320767;409545;499060;589965;682205;774444;866683;958922;1051161;1143400;1235639;1327878;1420117;1512356;1604595;-1,0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;-1,12;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;-1,12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;-1,14502343;70238130;128633507;187032940;253685374;320354726;387028289;453697642;520510450;592877401;665682589;738487777;811292964;884102355;956907543;1029712730;-1
214,10.960189;4.538407;5.778939;6.763232;7.92468;8.838499;9.95088;11.044059;12.117859;13.131036;14.087169;15.132672;16.509305;17.186898;18.475814;19.608587;21.051096;-1,0.437352;0.093224;0.157849;0.188069;0.190212;0.217678;0.222036;0.224816;0.233351;0.252752;0.258903;0.273722;0.284061;0.303662;0.298977;0.314104;0.327954;-1,433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;433;-1,0;351443;616477;971457;1327680;1684410;2041140;2397870;2754600;3111330;3468060;3824790;4181520;4538250;4894980;5251710;5608440;-1,0;351437;447183;543720;641753;740284;838815;937346;1035877;1134408;1232939;1331470;1430001;1528532;1627063;1725594;1824125;-1,0;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;-1,14;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;-1,14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;-1,15931724;27702216;42394459;57094955;71812302;86529649;101246996;115997122;131783531;147664170;163639025;179609678;195584532;211559386;227530039;243504894;259479748;-1
215,10.405721;4.254285;5.425918;6.38545;7.303127;8.618607;9.766971;10.721606;11.71222;12.913807;14.198334;14.946171;15.952437;17.372638;17.554953;18.638806;19.797553;20.484263;-1,0.382125;0.082942;0.146533;0.168209;0.176028;0.210511;0.211955;0.23907;0.236671;0.262078;0.273446;0.295523;0.310541;0.300367;0.302048;0.308653;0.312635;0.334066;-1,425;425;425;425;425;425;425;425;425;425;425;425;425;425;425;425;425;425;-1,0;329955;579180;912467;1247017;1582076;1917135;2252194;2587253;2922312;3257371;3592430;3927489;4262548;4597607;4932666;5267725;5602784;-1,0;329977;420227;511270;603827;696890;789953;883016;976079;1069142;1162205;1255268;1348331;1441394;1534457;1627520;1720583;1813646;-1,0;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;-1,91;87;87;87;87;87;87;87;87;87;87;87;87;87;87;87;87;87;-1,91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;91;-1,14934436;26003713;39804474;53613485;67439349;81269421;95095285;108921148;122869972;137699338;152709043;167714546;182720048;197729751;212735254;227740756;242750460;257755962;-1
216,11.01324;9.278893;10.390158;12.282608;13.240875,0.407839;0.294376;1.334994;1.783251;3.649238,436;436;436;436;436,0;340875;2922619;5592033;8622178,0;340873;435310;531584;629573,0;4;4;4;4,10;6;6;6;6,10;10;10;10;10,15439563;101262035;189904698;290144626;390401473
217,10.957331;4.405901;5.45883;6.403619;7.378214;8.456042;9.466016;10.428319;11.469028;12.459102;13.490604;14.588191;15.506481;16.481012;17.486374;18.507189;21.267233;20.814671;-1,0.408867;0.081159;0.152834;0.163224;0.177357;0.188509;0.202653;0.214861;0.216355;0.242466;0.238492;0.2657;0.26694;0.287373;0.291296;0.29578;0.318393;0.33408;-1,438;438;438;438;438;438;438;438;438;438;438;438;438;438;438;438;438;438;-1,0;338568;593064;935115;1278347;1622049;1965751;2309453;2653155;2996857;3340559;3684261;4027963;4371665;4715367;5059069;5402771;5746473;-1,0;338565;430694;523588;617894;712670;807446;902222;996998;1091774;1186550;1281326;1376102;1470878;1565654;1660430;1755206;1849982;-1,0;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;-1,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1,4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;-1,15328453;26630100;40781594;54937140;69109537;83286142;97458540;111630937;125991707;141196385;156577059;171961934;187342607;202727482;218112357;233493031;248877905;264258579;-1
218,10.185572;7.050188;8.19614;9.381006;10.91325;12.303531;12.280317;13.213141;14.254001;15.354564;16.238937;17.14556;18.331801;19.319388;20.176508;21.045137;-1,0.380624;0.209605;0.267045;0.482973;0.487916;0.457851;0.485727;0.498244;0.533549;0.550467;0.575616;0.582672;0.611107;0.628895;0.655646;0.653802;-1,426;426;426;426;426;426;426;426;426;426;426;426;426;426;426;426;-1,0;327588;2010107;3776096;5543280;7397624;9251973;11106326;12960683;14815044;16669409;18523778;20378151;22232528;24086909;25941294;-1,0;327580;418172;509523;602295;695840;789387;882936;976487;1070040;1163595;1257152;1350711;1444272;1537835;1631400;-1,0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;-1,12;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;-1,12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;-1,14819033;71755362;131410458;191069603;253531792;315993979;378460375;440922562;504273646;572212267;640417143;708622015;776826887;845031758;913236628;981441497;-1
219,9.208674;8.166837;9.17652;10.016417;11.657445;12.631096;13.668709;14.571598;15.543297;16.5851;17.583225;18.534559;19.365864;20.485456;21.53429;-1,0.349467;0.265491;0.289474;1.144136;1.421571;1.459563;1.530605;1.618698;1.664459;1.77838;1.820764;1.87966;2.058402;2.015087;2.146368;-1,420;420;420;420;420;420;420;420;420;420;420;420;420;420;420;-1,0;311770;2669504;5106734;7545253;10319083;13093445;15867807;18642169;21416531;24190893;26965255;29739617;32513979;35288341;-1,0;311767;398481;485980;575035;665761;756486;847211;937936;1028661;1119386;1210111;1300836;1391561;1482286;-1,0;4;4;4;4;4;4;4;4;4;4;4;4;4;4;-1,10;6;6;6;6;6;6;6;6;6;6;6;6;6;6;-1,10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;-1,14082941;92486056;173472671;254467528;346243644;438036680;529829715;621622751;713415786;813179644;913467854;1013751858;1114040065;1214324069;1314612277;-1
220,10.207533;4.279784;5.401318;6.356331;7.356175;8.307317;9.425235;10.422727;11.427363;12.476232;13.372943;14.500768;15.51149;16.517145;17.424401;18.474848;19.453115;20.562173;-1,0.39528;0.087001;0.151502;0.15966;0.177298;0.19372;0.200534;0.213364;0.227486;0.246904;0.241841;0.257729;0.269916;0.294487;0.301183;0.300298;0.310034;0.31987;-1,450;450;450;450;450;450;450;450;450;450;450;450;450;450;450;450;450;450;-1,0;334622;587343;925289;1264490;1604222;1943964;2283713;2623467;2963226;3302990;3642759;3982533;4322312;4662096;5001885;5341679;5681478;-1,0;334618;426107;518384;612162;706453;800751;895052;989354;1083657;1177961;1272266;1366572;1460879;1555187;1649496;1743806;1838117;-1,0;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;-1,13;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;-1,13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;-1,15197650;26435528;40442935;54458591;68491099;82523604;96556108;110592818;124789169;139841615;155074336;170302852;185535569;200768283;216000997;231233709;246466420;261699130;-1
221,10.455559;5.910811;7.027724;7.953378;9.337568;10.372993;11.39526;12.498545;13.516038;14.505452;15.571173;16.552636;17.594443;18.603412;19.639354;20.561642;21.579983;-1,0.401542;0.164414;0.223117;0.494979;0.642914;0.691699;0.71876;0.782814;0.790804;0.84018;0.878292;0.885413;0.972306;0.957393;1.011431;1.020503;1.060874;-1,402;402;402;402;402;402;402;402;402;402;402;402;402;402;402;402;402;-1,0;333890;1393896;2539692;3686648;5012224;6338368;7664656;8991144;10317896;11644984;12972488;14300496;15629104;16958416;18288544;19619608;-1,0;333865;425444;517768;611473;706242;801011;895781;990552;1085324;1180097;1274871;1369646;1464422;1559199;1653977;1748756;-1,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;-1,25;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;-1,25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;-1,14999581;52018081;91831480;131644715;177211986;222800340;268392835;314002078;359906366;409341872;459162731;509012783;558896185;608821296;658792265;708817440;758900962;-1
222,9.533279;4.553984;5.607482;6.464804;7.567614;8.556904;9.438306;10.441859,0.349385;0.111307;0.173549;0.257686;0.350048;0.365993;0.418158;2.800005,378;378;378;378;378;378;378;378,0;308296;841434;1453482;2066682;2764511;3462350;4160204,0;308292;393490;479426;566758;654846;742934;831022,0;6;6;6;6;6;6;6,6;0;0;0;0;0;0;0,6;6;6;6;6;6;6;6,13809717;33747256;56251378;78763765;103982338;129205124;154427908;179654904
223,11.112315;5.12801;6.321462;7.384789;8.642693;9.719744;10.739398;11.662977;12.908986;14.021675;15.033701;15.969604;17.009588;18.176425;19.362929;20.332051;21.435936;-1,0.437088;0.130949;0.198851;0.305589;0.388401;0.402259;0.4377;0.438826;0.476628;0.490923;0.521236;0.535707;0.551064;0.57747;0.626183;0.618462;0.639791;-1,413;413;413;413;413;413;413;413;413;413;413;413;413;413;413;413;413;-1,0;349580;954584;1648925;2344437;3135344;3926261;4717193;5508147;6299131;7090154;7881226;8672358;9463562;10254851;11046239;11837741;-1,0;349571;445665;542518;640784;739835;838887;937940;1036994;1136049;1235105;1334162;1433220;1532279;1631339;1730400;1829462;-1,0;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;-1,13;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;-1,13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;-1,15731441;38352545;63878495;89412707;118004028;146591136;175182455;203908957;234773556;265834916;296986265;328146018;359305763;390469706;421637843;452814375;483990904;-1
224,10.831995;4.383972;5.525847;6.529046;7.55755;8.631638;9.659868;10.665943;11.687701;12.724842;13.772074;14.842342;15.759223;16.767382;17.778801;19.157436;19.994909;20.897156;-1,0.416352;0.085981;0.166345;0.162272;0.180566;0.200207;0.209562;0.214815;0.221788;0.245101;0.246897;0.271032;0.273661;0.291745;0.28733;0.302825;0.311212;0.320002;-1,406;406;406;406;406;406;406;406;406;406;406;406;406;406;406;406;406;406;-1,0;341919;599893;944830;1290934;1637532;1984140;2330752;2677364;3023976;3370588;3717200;4063812;4410424;4757036;5103648;5450260;5796872;-1,0;341917;435218;529271;624716;720639;816574;912513;1008452;1104391;1200330;1296269;1392208;1488147;1584086;1680025;1775964;1871903;-1,0;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;-1,13;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;-1,13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;-1,15376164;26797201;41046973;55300798;69571472;83842144;98117029;112387702;126887789;142198876;157690148;173185624;188676894;204172371;219663641;235159117;250650387;266141657;-1
225,10.517448;4.946386;6.115972;7.090395;8.283852;9.322098;10.369891;11.353159;12.480588;13.395654;14.462352;15.551277;16.52673;17.549328;18.610423;19.559782;20.72073;-1,0.414076;0.121113;0.183435;0.282868;0.372592;0.384683;0.412857;0.419483;0.457251;0.467276;0.503783;0.504161;0.532121;0.54847;0.592297;0.596238;0.625521;-1,399;399;399;399;399;399;399;399;399;399;399;399;399;399;399;399;399;-1,0;335515;916006;1582311;2249910;3007086;3764275;4521483;5278717;6035985;6793296;7550660;8308088;9065592;9823185;10580881;11338695;-1,0;335504;427851;521005;615718;711250;806784;902320;997858;1093398;1188940;1284484;1380030;1475578;1571128;1666680;1762234;-1,0;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;-1,14;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;-1,14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;-1,15076618;36780637;61275341;85778290;113160380;140546679;167932968;195319265;222959517;252529086;282373137;312217181;342069624;371922067;401778699;431643729;461512946;-1
226,9.472309;4.556793;5.618285;6.492706;7.66049;8.556724;9.403452;10.462593;11.406903;12.367444;13.326676,0.352722;0.109093;0.166956;0.258631;0.330269;0.362184;0.37904;0.408721;0.442231;0.567591;3.922223,381;381;381;381;381;381;381;381;381;381;381,0;309981;845329;1459590;2075012;2772950;3470933;4168981;4867120;5565377;6263775,0;309972;395180;481129;568471;656571;744673;832777;920883;1008991;1097101,0;6;6;6;6;6;6;6;6;6;6,14;8;8;8;8;8;8;8;8;8;8,14;14;14;14;14;14;14;14;14;14;14,13890957;33896145;56472139;79056398;104295702;129535000;154778500;180021987;205273880;230796321;258153839
227,9.579501;14.713021;15.448996;16.405224;18.732711;19.785097;-1,0.355094;0.511716;0.507335;2.856001;3.92037;4.802093;-1,382;382;382;382;382;382;-1,0;312905;5850796;11468719;17087797;23291129;-1,0;312901;400744;489300;579223;671650;-1,0;3;3;3;3;3;-1,25;22;22;22;22;22;-1,25;25;25;25;25;25;-1,14027879;194190688;376962345;559738050;761298419;962888304;-1
228,10.066745;4.810986;6.10656;7.035082;8.041945;9.029959;10.00607;11.004187;12.099644;13.140368;14.088919;15.123823,0.386554;0.224622;0.328128;0.348953;0.395011;0.411044;0.419925;0.457097;0.463524;0.602645;0.698934;4.444582,389;389;389;389;389;389;389;389;389;389;389;389,0;325317;886092;1618309;2351836;3085970;3821201;4557539;5296315;6037277;6782497;7533189,0;325341;414766;505258;597175;689571;781969;874369;966771;1059175;1151581;1243989,0;1;1;1;1;1;1;1;1;1;1;1,73;72;72;72;72;72;72;72;72;72;72;72,73;73;73;73;73;73;73;73;73;73;73;73,14601556;35574423;62090260;88622724;115176190;141788082;168462613;195266514;222310159;251586282;281437258;311671861
229,10.715362;7.128547;8.230257;9.204696,0.393939;0.206682;0.26443;2.372677,390;390;390;390,0;328632;2011240;3777889,0;328634;419302;510703,0;1;1;1,13;12;12;12,13;13;13;13,14755608;71663456;131307007;190954611
230,9.678324;8.373822;9.300678;10.205227;11.916709;12.951146;13.833697;14.842414;15.722983;16.884261;17.941177;-1,0.362938;0.254383;0.2986;1.137414;1.530125;1.662913;2.09708;2.69717;3.265909;5.653566;7.081424;-1,384;384;384;384;384;384;384;384;384;384;384;-1,0;314512;2689519;5144557;7600732;10390139;13180125;15970257;18760621;21551292;24342319;-1,0;314502;401912;490044;579528;670652;761779;852910;944045;1035184;1126327;-1,0;4;4;4;4;4;4;4;4;4;4;-1,19;15;15;15;15;15;15;15;15;15;15;-1,19;19;19;19;19;19;19;19;19;19;19;-1,14100656;93050197;174600163;256158393;348438446;440743816;533049157;625371292;717759233;818134673;919047112;-1
